Number,Date_Time,info,source,Core_info_final,year
582687698772623361,2015-03-30 23:35:47+00:00,E-cigarette use 'high among teens' http://bbc.in/1DhbCn6,bbchealth,E-cigarette use 'high among teens' ,2015
582554028736843777,2015-03-30 14:44:38+00:00,Medieval eye remedy 'kills MRSA' http://bbc.in/1ysI93N,bbchealth,Medieval eye remedy 'kills MRSA' ,2015
582323221908709378,2015-03-29 23:27:29+00:00,Parents rarely spot child obesity http://bbc.in/1G0J4Ag,bbchealth,Parents rarely spot child obesity ,2015
582167316806287360,2015-03-29 13:07:59+00:00,VIDEO: Vaccine to protect from meningitis B http://bbc.in/1MjhH8r,bbchealth,VIDEO: Vaccine to protect from meningitis B ,2015
581988293006344194,2015-03-29 01:16:36+00:00,Chikungunya revives herbal remedies in Antigua http://bbc.in/1BGLzBf,bbchealth,Chikungunya revives herbal remedies in Antigua ,2015
581988292343635968,2015-03-29 01:16:36+00:00,The Bolivian women who knit parts for hearts http://bbc.in/1BGLzBc,bbchealth,The Bolivian women who knit parts for hearts ,2015
581988291639021568,2015-03-29 01:16:36+00:00,Meningitis B vaccine deal agreed http://bbc.in/1BGLzB7,bbchealth,Meningitis B vaccine deal agreed ,2015
581977670692388864,2015-03-29 00:34:23+00:00,VIDEO: Life-saving knitters http://bbc.in/1EimW3I,bbchealth,VIDEO: Life-saving knitters ,2015
581971363017007104,2015-03-29 00:09:20+00:00,Guinea declares Ebola 'emergency' http://bbc.in/1BGsCyB,bbchealth,Guinea declares Ebola 'emergency' ,2015
581866645477412864,2015-03-28 17:13:13+00:00,VIDEO: BMA warning on 'seven-day NHS' plan http://bbc.in/1D0zkUv,bbchealth,VIDEO: BMA warning on 'seven-day NHS' plan ,2015
581641608959037440,2015-03-28 02:19:00+00:00,'Rise in child mental health issues' http://bbc.in/1MebDOt,bbchealth,'Rise in child mental health issues' ,2015
581641608023560192,2015-03-28 02:19:00+00:00,Tories to pledge 'seven-day NHS' http://bbc.in/1CVTVtd,bbchealth,Tories to pledge 'seven-day NHS' ,2015
581634265885999104,2015-03-28 01:49:49+00:00,VIDEO: Military healthcare worker free of Ebola http://bbc.in/1I1miW9,bbchealth,VIDEO: Military healthcare worker free of Ebola ,2015
581516484465152000,2015-03-27 18:01:48+00:00,NHS: Labour's private profits cap http://bbc.in/1yjLmm0,bbchealth,NHS: Labour's private profits cap ,2015
581491891964755968,2015-03-27 16:24:05+00:00,British medic declared free of Ebola http://bbc.in/1HXxtiN,bbchealth,British medic declared free of Ebola ,2015
581430125406769152,2015-03-27 12:18:39+00:00,Labour to cap private profits in NHS http://bbc.in/1H4Yalx,bbchealth,Labour to cap private profits in NHS ,2015
581412942505115650,2015-03-27 11:10:22+00:00,Sierra Leone in Ebola lockdown http://bbc.in/1yhUzvi,bbchealth,Sierra Leone in Ebola lockdown ,2015
581362817833398272,2015-03-27 07:51:11+00:00,VIDEO: Sitting down poses health risk http://bbc.in/1HPBSaV,bbchealth,VIDEO: Sitting down poses health risk ,2015
581317068831637504,2015-03-27 04:49:24+00:00,VIDEO: Diarrhoea killing poorest children http://bbc.in/1BwOLzp,bbchealth,VIDEO: Diarrhoea killing poorest children ,2015
581278941442240513,2015-03-27 02:17:53+00:00,Office workers 'too sedentary' http://bbc.in/1H2rWaw,bbchealth,Office workers 'too sedentary' ,2015
581278940599173120,2015-03-27 02:17:53+00:00,NHS medical accidents unit 'needed' http://bbc.in/1H2rWar,bbchealth,NHS medical accidents unit 'needed' ,2015
581278939869421569,2015-03-27 02:17:53+00:00,Fitness linked to lower cancer risk http://bbc.in/1M849wo,bbchealth,Fitness linked to lower cancer risk ,2015
581126531411398656,2015-03-26 16:12:16+00:00,Indiana emergency for HIV 'epidemic' http://bbc.in/1BtjNbi,bbchealth,Indiana emergency for HIV 'epidemic' ,2015
581085280116953088,2015-03-26 13:28:21+00:00,First Europe non-beating heart swap http://bbc.in/1GswybC,bbchealth,First Europe non-beating heart swap ,2015
581023418461462529,2015-03-26 09:22:32+00:00,VIDEO: What makes a healthy high street? http://bbc.in/1yb9uar,bbchealth,VIDEO: What makes a healthy high street? ,2015
581011618693132288,2015-03-26 08:35:39+00:00,VIDEO: NHS England 'deteriorating' http://bbc.in/1GqG2nW,bbchealth,VIDEO: NHS England 'deteriorating' ,2015
580990290644729858,2015-03-26 07:10:54+00:00,VIDEO: 'Sport must act on mental health' http://bbc.in/1GqwCsz,bbchealth,VIDEO: 'Sport must act on mental health' ,2015
580934925391523841,2015-03-26 03:30:54+00:00,'Unhealthiest High Streets' revealed http://bbc.in/1M1BBEK,bbchealth,'Unhealthiest High Streets' revealed ,2015
580917156436533248,2015-03-26 02:20:17+00:00,NHS problems worst 'since 1990s' http://bbc.in/1BpQPch,bbchealth,NHS problems worst 'since 1990s' ,2015
580917155459252224,2015-03-26 02:20:17+00:00,DNA of 'an entire nation' assessed http://bbc.in/1BpQMx6,bbchealth,DNA of 'an entire nation' assessed ,2015
580844938654437376,2015-03-25 21:33:19+00:00,Ebola 'more deadly' in young children http://bbc.in/1GW0Gu0,bbchealth,Ebola 'more deadly' in young children ,2015
580644387417264128,2015-03-25 08:16:24+00:00,Contaminated blood probe report due http://bbc.in/1Gj7ZOj,bbchealth,Contaminated blood probe report due ,2015
580563917786750976,2015-03-25 02:56:39+00:00,Antibiotic use linked to diabetes http://bbc.in/1Gh6mAF,bbchealth,Antibiotic use linked to diabetes ,2015
580550996977405953,2015-03-25 02:05:18+00:00,Approach to obesity 'inexplicable' http://bbc.in/1HC2g85,bbchealth,Approach to obesity 'inexplicable' ,2015
580550994687336448,2015-03-25 02:05:17+00:00,Air pollution 'link to stroke risk' http://bbc.in/1HC2g7X,bbchealth,Air pollution 'link to stroke risk' ,2015
580430006679134209,2015-03-24 18:04:32+00:00,Ex-carers 'too little travel time' http://bbc.in/1LTsKF8,bbchealth,Ex-carers 'too little travel time' ,2015
580430003944460288,2015-03-24 18:04:31+00:00,Three IVF cycles a 'no-brainer' http://bbc.in/1GQpGD4,bbchealth,Three IVF cycles a 'no-brainer' ,2015
580348121164611584,2015-03-24 12:39:09+00:00,Has Ebola focus led to other killer diseases being ignored? http://bbc.in/1y0v1CA,bbchealth,Has Ebola focus led to other killer diseases being ignored? ,2015
580330999541682176,2015-03-24 11:31:06+00:00,Preventive surgery for cancer genes http://bbc.in/1Gcd0IA,bbchealth,Preventive surgery for cancer genes ,2015
580297380173459456,2015-03-24 09:17:31+00:00,VIDEO: How one US school is battling obesity http://bbc.in/1DS7Gua,bbchealth,VIDEO: How one US school is battling obesity ,2015
580280816879546368,2015-03-24 08:11:42+00:00,Angelina Jolie has ovaries removed http://bbc.in/1Gb99vn,bbchealth,Angelina Jolie has ovaries removed ,2015
580265686762557440,2015-03-24 07:11:35+00:00,VIDEO: Dr Radha's guide to a healthy diet http://bbc.in/1HuFsn2,bbchealth,VIDEO: Dr Radha's guide to a healthy diet ,2015
580209041055440898,2015-03-24 03:26:29+00:00,Methadone programme 'a black hole' http://bbc.in/1HtW1zE,bbchealth,Methadone programme 'a black hole' ,2015
580209040313057280,2015-03-24 03:26:29+00:00,Hospital mental health absences rise http://bbc.in/1HtVZb1,bbchealth,Hospital mental health absences rise ,2015
580045723342761984,2015-03-23 16:37:31+00:00,VIDEO: Could cannabis oil cure cancer? http://bbc.in/1DPcgcE,bbchealth,VIDEO: Could cannabis oil cure cancer? ,2015
580045722554273792,2015-03-23 16:37:31+00:00,'Eat rice cold for fewer calories' http://bbc.in/1GLFMOk,bbchealth,'Eat rice cold for fewer calories' ,2015
579993544187723776,2015-03-23 13:10:11+00:00,UK medics 'had humanitarian motives' http://bbc.in/1G4Oxoy,bbchealth,UK medics 'had humanitarian motives' ,2015
579976887465742336,2015-03-23 12:04:00+00:00,VIDEO: Half of children 'not eating healthily' http://bbc.in/1DO1u6w,bbchealth,VIDEO: Half of children 'not eating healthily' ,2015
579953349790842880,2015-03-23 10:30:28+00:00,Ashya King 'free of brain cancer' http://bbc.in/1G3XMW6,bbchealth,Ashya King 'free of brain cancer' ,2015
579914329471905792,2015-03-23 07:55:25+00:00,VIDEO: Charity slams global Ebola response http://bbc.in/1LMYlYT,bbchealth,VIDEO: Charity slams global Ebola response ,2015
579874731895046144,2015-03-23 05:18:04+00:00,Hospital staff 'act above pay grade' http://bbc.in/1GJlBAo,bbchealth,Hospital staff 'act above pay grade' ,2015
579846572655054848,2015-03-23 03:26:10+00:00,Disease-carrying mosquitoes warning http://bbc.in/1xSknOi,bbchealth,Disease-carrying mosquitoes warning ,2015
579846571518398464,2015-03-23 03:26:10+00:00,How Ebola changed the world http://bbc.in/1G1ZozC,bbchealth,How Ebola changed the world ,2015
579846570834673667,2015-03-23 03:26:10+00:00,Early call for Ebola help 'ignored' http://bbc.in/1xSknxY,bbchealth,Early call for Ebola help 'ignored' ,2015
579476223958487040,2015-03-22 02:54:32+00:00,Asia's deadly secret: The scourge of the betel nut http://bbc.in/1HjNAtS,bbchealth,Asia's deadly secret: The scourge of the betel nut ,2015
579262778772307969,2015-03-21 12:46:23+00:00,VIDEO: Hunt 'hopeful' of Men B jab deal http://bbc.in/1Hfvw4e,bbchealth,VIDEO: Hunt 'hopeful' of Men B jab deal ,2015
579216074110976000,2015-03-21 09:40:48+00:00,VIDEO: Criticism of Men B vaccine delay http://bbc.in/1AUA20T,bbchealth,VIDEO: Criticism of Men B vaccine delay ,2015
579122818937278464,2015-03-21 03:30:14+00:00,Campaigners make Men B vaccine plea http://bbc.in/1CELp1n,bbchealth,Campaigners make Men B vaccine plea ,2015
578929663235358720,2015-03-20 14:42:42+00:00,VIDEO: Conned IVF husband wins damages http://bbc.in/1CBMqHx,bbchealth,VIDEO: Conned IVF husband wins damages ,2015
578863091569422336,2015-03-20 10:18:10+00:00,VIDEO: What can make you happy? http://bbc.in/1FIUHum,bbchealth,VIDEO: What can make you happy? ,2015
578799146284367872,2015-03-20 06:04:04+00:00,Mental health budgets 'cut by 8%' http://bbc.in/1B8UOJb,bbchealth,Mental health budgets 'cut by 8%' ,2015
578763362697236480,2015-03-20 03:41:53+00:00,'Ebola-proof' tablet device developed http://bbc.in/1B8y2B6,bbchealth,'Ebola-proof' tablet device developed ,2015
578614634426470400,2015-03-19 17:50:53+00:00,VIDEO: Young carer Elle describes challenges http://bbc.in/1AKGes9,bbchealth,VIDEO: Young carer Elle describes challenges ,2015
578538639270944768,2015-03-19 12:48:54+00:00,VIDEO: Toxic smog prompts health warning http://bbc.in/1B4woke,bbchealth,VIDEO: Toxic smog prompts health warning ,2015
578521837535031296,2015-03-19 11:42:09+00:00,'Half of children have tooth decay' http://bbc.in/1B4mNcY,bbchealth,'Half of children have tooth decay' ,2015
578392182001836032,2015-03-19 03:06:56+00:00,Blood test 'could cut antibiotics' http://bbc.in/1FGfqi8,bbchealth,Blood test 'could cut antibiotics' ,2015
578245454342680576,2015-03-18 17:23:54+00:00,New global fund for tobacco control http://bbc.in/1GXRp4y,bbchealth,New global fund for tobacco control ,2015
578227755038351360,2015-03-18 16:13:34+00:00,Doctors in 'no confidence' vote http://bbc.in/1AFsChV,bbchealth,Doctors in 'no confidence' vote ,2015
578030445591302144,2015-03-18 03:09:32+00:00,Morbidly obese could get free flu jab http://bbc.in/1AD6cxG,bbchealth,Morbidly obese could get free flu jab ,2015
578030445050269696,2015-03-18 03:09:32+00:00,Breastfeeding 'linked to higher IQ' http://bbc.in/1AWx2Qz,bbchealth,Breastfeeding 'linked to higher IQ' ,2015
578030444769251329,2015-03-18 03:09:31+00:00,Privately-run hospital scheme 'poor' http://bbc.in/1AD6cxD,bbchealth,Privately-run hospital scheme 'poor' ,2015
578030444332986368,2015-03-18 03:09:31+00:00,Morbidly obese could get free flu jab http://bbc.in/1AWx2Qu,bbchealth,Morbidly obese could get free flu jab ,2015
578030444026826752,2015-03-18 03:09:31+00:00,Has the war on drugs been lost? http://bbc.in/1AD6a95,bbchealth,Has the war on drugs been lost? ,2015
578030443624165376,2015-03-18 03:09:31+00:00,Has the war on drugs been lost? http://bbc.in/1DzQoBT,bbchealth,Has the war on drugs been lost? ,2015
577860749214666752,2015-03-17 15:55:13+00:00,'Selfie danger' during solar eclipse http://bbc.in/1BMPxL0,bbchealth,'Selfie danger' during solar eclipse ,2015
577825347107860480,2015-03-17 13:34:32+00:00,VIDEO: Child mental health services 'broken' http://bbc.in/1Dwt6gm,bbchealth,VIDEO: Child mental health services 'broken' ,2015
577825346331889664,2015-03-17 13:34:32+00:00,Dentist probe patients contract virus http://bbc.in/1AT9ZGh,bbchealth,Dentist probe patients contract virus ,2015
577800846164914177,2015-03-17 11:57:11+00:00,VIDEO: Why did my partner take his own life? http://bbc.in/1Fv0zHh,bbchealth,VIDEO: Why did my partner take his own life? ,2015
577800658352365569,2015-03-17 11:56:26+00:00,NHS trust put into special measures http://bbc.in/1BMevKo,bbchealth,NHS trust put into special measures ,2015
577800657605828609,2015-03-17 11:56:26+00:00,VIDEO: Burnham on mental health 'scandal' http://bbc.in/1Dw0BiS,bbchealth,VIDEO: Burnham on mental health 'scandal' ,2015
577800656863371265,2015-03-17 11:56:26+00:00,VIDEO: 'Pharmacists are extremely skilled' http://bbc.in/1Ln6GSY,bbchealth,VIDEO: 'Pharmacists are extremely skilled' ,2015
577744543681933313,2015-03-17 08:13:27+00:00,VIDEO: Child mental health 'needs overhaul' http://bbc.in/1DvuBv8,bbchealth,VIDEO: Child mental health 'needs overhaul' ,2015
577744543006662656,2015-03-17 08:13:27+00:00,VIDEO: Pharmacists 'should support GPs' http://bbc.in/1ARTfiP,bbchealth,VIDEO: Pharmacists 'should support GPs' ,2015
577630861090131968,2015-03-17 00:41:43+00:00,'Army of pharmacists' to help GPs http://bbc.in/1LkWXg1,bbchealth,'Army of pharmacists' to help GPs ,2015
577630860096118784,2015-03-17 00:41:43+00:00,Child mental health 'faces overhaul' http://bbc.in/1BL5yRr,bbchealth,Child mental health 'faces overhaul' ,2015
577449953452126208,2015-03-16 12:42:52+00:00,Ebola: Seventh Brit sent home http://bbc.in/1FrJDBL,bbchealth,Ebola: Seventh Brit sent home ,2015
577419471905681409,2015-03-16 10:41:44+00:00,VIDEO: Mother warns over Meningitis W http://bbc.in/1GKZQ39,bbchealth,VIDEO: Mother warns over Meningitis W ,2015
577382554774310912,2015-03-16 08:15:02+00:00,'Flying doctors' fleet unveiled http://bbc.in/1Fr8VzO,bbchealth,'Flying doctors' fleet unveiled ,2015
577382554103222272,2015-03-16 08:15:02+00:00,Inactive child 'will be couch potato' http://bbc.in/1DpZ123,bbchealth,Inactive child 'will be couch potato' ,2015
577291280369090560,2015-03-16 02:12:21+00:00,Pioneering surgery 'saves bowels' http://bbc.in/1FqoFmC,bbchealth,Pioneering surgery 'saves bowels' ,2015
576976341200842752,2015-03-15 05:20:54+00:00,Parents face special needs 'lottery' http://bbc.in/18qPDNR,bbchealth,Parents face special needs 'lottery' ,2015
576940420350885888,2015-03-15 02:58:09+00:00,Lack of sleep 'link to diabetes' http://bbc.in/1Dm3iUf,bbchealth,Lack of sleep 'link to diabetes' ,2015
576919367981535232,2015-03-15 01:34:30+00:00,'Improve end-of-life care for all' http://bbc.in/1Fn4gip,bbchealth,'Improve end-of-life care for all' ,2015
576839617577529344,2015-03-14 20:17:36+00:00,VIDEO: Mental health spending boost http://bbc.in/1ADfQ2o,bbchealth,VIDEO: Mental health spending boost ,2015
576626826828648449,2015-03-14 06:12:03+00:00,Mental health 'to get funding boost' http://bbc.in/18mgESM,bbchealth,Mental health 'to get funding boost' ,2015
576581969103847424,2015-03-14 03:13:48+00:00,Testosterone boost 'could cut deaths' http://bbc.in/1FbZbsP,bbchealth,Testosterone boost 'could cut deaths' ,2015
576538410971631616,2015-03-14 00:20:43+00:00,VIDEO: The art of microbes http://bbc.in/1BD9KTr,bbchealth,VIDEO: The art of microbes ,2015
576442244531519488,2015-03-13 17:58:35+00:00,VIDEO: Hospitals 'struggling' with A&amp;E targets http://bbc.in/1Fj8l7e,bbchealth,VIDEO: Hospitals 'struggling' with A&amp;E targets ,2015
576442243797491712,2015-03-13 17:58:35+00:00,First 'successful' penis transplant http://bbc.in/1GApgjK,bbchealth,First 'successful' penis transplant ,2015
576391333520142336,2015-03-13 14:36:17+00:00,VIDEO: British Ebola workers under observation http://bbc.in/1FiDveU,bbchealth,VIDEO: British Ebola workers under observation ,2015
576391332471537664,2015-03-13 14:36:17+00:00,Scarlet fever cases reach new high http://bbc.in/1FiDveS,bbchealth,Scarlet fever cases reach new high ,2015
576374038592815106,2015-03-13 13:27:33+00:00,Vaccine plan for meningitis rise http://bbc.in/1DeQ63t,bbchealth,Vaccine plan for meningitis rise ,2015
576374037770719232,2015-03-13 13:27:33+00:00,How bad has winter been for the NHS? http://bbc.in/1HRHOgL,bbchealth,How bad has winter been for the NHS? ,2015
576349890013372416,2015-03-13 11:51:36+00:00,A&amp;E target missed whole of winter http://bbc.in/1HRbf2h,bbchealth,A&amp;E target missed whole of winter ,2015
576326503958384640,2015-03-13 10:18:40+00:00,Union calls 'incident' move a stunt http://bbc.in/1L5YZk3,bbchealth,Union calls 'incident' move a stunt ,2015
576318700468355072,2015-03-13 09:47:40+00:00,VIDEO: 'My daughter might not have died' http://bbc.in/1De4bhk,bbchealth,VIDEO: 'My daughter might not have died' ,2015
576318698903855104,2015-03-13 09:47:39+00:00,Measles fear for Ebola-hit countries http://bbc.in/1FhTZ7d,bbchealth,Measles fear for Ebola-hit countries ,2015
576237200905392128,2015-03-13 04:23:49+00:00,Best hospitals 'now struggling' http://bbc.in/1HPfI5R,bbchealth,Best hospitals 'now struggling' ,2015
576082434338332672,2015-03-12 18:08:50+00:00,VIDEO: Sir Terry Pratchett's legacy to research http://bbc.in/1HLyBGF,bbchealth,VIDEO: Sir Terry Pratchett's legacy to research ,2015
575911197217677314,2015-03-12 06:48:23+00:00,RAF flight to help UK Ebola patient http://bbc.in/1D8Gkjg,bbchealth,RAF flight to help UK Ebola patient ,2015
575811943363018752,2015-03-12 00:14:00+00:00,MPs criticise England cancer services http://bbc.in/1HFzjoP,bbchealth,MPs criticise England cancer services ,2015
575811942725484544,2015-03-12 00:13:59+00:00,Why not introduce more NHS charges? http://bbc.in/1HFzm44,bbchealth,Why not introduce more NHS charges? ,2015
575733376331599873,2015-03-11 19:01:48+00:00,The NHS - a powerhouse for new medicines? http://bbc.in/1KXHq5J,bbchealth,The NHS - a powerhouse for new medicines? ,2015
575717029673443329,2015-03-11 17:56:50+00:00,UK military health worker has Ebola http://bbc.in/1BxfjTg,bbchealth,UK military health worker has Ebola ,2015
575700738459881472,2015-03-11 16:52:06+00:00,MPs back standardised cigarette packs http://bbc.in/1HCTgwo,bbchealth,MPs back standardised cigarette packs ,2015
575700737323216896,2015-03-11 16:52:06+00:00,Brain injury birth mum awarded £5m http://bbc.in/1HCTgg2,bbchealth,Brain injury birth mum awarded £5m ,2015
575683226250833920,2015-03-11 15:42:31+00:00,Are anti-smoking measures working? http://bbc.in/1Fb1Enz,bbchealth,Are anti-smoking measures working? ,2015
575683225567125504,2015-03-11 15:42:31+00:00,VIDEO: Lucas questions NHS spending priorities http://bbc.in/1Fb1BIA,bbchealth,VIDEO: Lucas questions NHS spending priorities ,2015
575639794790756352,2015-03-11 12:49:56+00:00,Using legal highs 'got worse and worse' http://bbc.in/1D4YTEO,bbchealth,Using legal highs 'got worse and worse' ,2015
575467669828169728,2015-03-11 01:25:58+00:00,Cigarette plain packaging vote due http://bbc.in/1Hy9aZ1,bbchealth,Cigarette plain packaging vote due ,2015
575456489155915776,2015-03-11 00:41:33+00:00,VIDEO: Living with early-onset Alzheimer's http://bbc.in/1Gpm5LQ,bbchealth,VIDEO: Living with early-onset Alzheimer's ,2015
575285787593338881,2015-03-10 13:23:14+00:00,Starting gun 'fired' on new NHS http://bbc.in/1Huc6WD,bbchealth,Starting gun 'fired' on new NHS ,2015
575268182417522688,2015-03-10 12:13:17+00:00,VIDEO: Menopause 'not supported in workplaces' http://bbc.in/1F6yxC3,bbchealth,VIDEO: Menopause 'not supported in workplaces' ,2015
575102247924711424,2015-03-10 01:13:55+00:00,HRT-users 'may risk clots and stroke' http://bbc.in/1CXFzcw,bbchealth,HRT-users 'may risk clots and stroke' ,2015
574968589570043905,2015-03-09 16:22:48+00:00,Hunt for new obesity pills http://bbc.in/1HnG66y,bbchealth,Hunt for new obesity pills ,2015
574882975118028800,2015-03-09 10:42:36+00:00,Are Rwandans healthier than the English? http://bbc.in/1EJEbt9,bbchealth,Are Rwandans healthier than the English? ,2015
574767232238014465,2015-03-09 03:02:41+00:00,Warning over young diabetics' health http://bbc.in/1HjY0qC,bbchealth,Warning over young diabetics' health ,2015
574767231462080512,2015-03-09 03:02:41+00:00,C-section rates 'vary widely' in EU http://bbc.in/1HjY0al,bbchealth,C-section rates 'vary widely' in EU ,2015
574407194961039360,2015-03-08 03:12:01+00:00,Frankie the dog ‘sniffs out cancer’ http://bbc.in/1COjVHM,bbchealth,Frankie the dog ‘sniffs out cancer’ ,2015
574058889936658432,2015-03-07 04:07:59+00:00,NHS 'whistleblower' demands new job http://bbc.in/1CK3yMm,bbchealth,NHS 'whistleblower' demands new job ,2015
