source,year,Tweets_cleaned,Cluster_labels,month,day_of_week,vectors
goodhealth,2011,trend watch face pet therapy,0,12,1,"[-0.08024697750806808, -0.16818389296531677, 0.40099987387657166, -0.26894885301589966, 0.25887131690979004, 0.6223456263542175, 0.4808049499988556, 0.06566406041383743, -0.9969334602355957, 0.4460863173007965, 0.7849777340888977, 0.70743328332901, -0.10642288625240326, -0.5942782163619995, 0.09204510599374771, -0.21263790130615234, 0.3529842495918274, 0.18446233868598938, -1.042249321937561, 0.4258279800415039, -0.20800694823265076, -0.4523317515850067, 0.26733365654945374, 1.5208418369293213, 0.30027276277542114, 0.6690039038658142, 0.3280292749404907, 0.06570357829332352, 0.5846540927886963, -1.459454894065857]"
goodhealth,2011,minute thats youll need burn serious fat winter,0,12,1,"[0.11841244250535965, -0.36825209856033325, 0.4922484755516052, 0.06319928169250488, 0.05649213865399361, 0.669630765914917, 0.5741109251976013, 0.06989594548940659, -0.9125774502754211, 0.45587584376335144, 1.1006925106048584, 0.4733869731426239, -0.12697342038154602, -0.6942847371101379, 0.1360628753900528, -0.3341464102268219, 0.5367476940155029, 0.42034220695495605, -0.8854455351829529, 0.058052100241184235, -0.18403488397598267, -0.40660718083381653, 0.08341172337532043, 1.0343557596206665, 0.3096295893192291, 0.7094030976295471, 0.09257282316684723, 0.25357669591903687, 0.7132715582847595, -1.3387401103973389]"
goodhealth,2011,holiday trigger depression lot people heres keep relapse bay,0,12,1,"[-0.05720285698771477, -0.21734721958637238, 0.43770551681518555, -0.24350404739379883, 0.2136329710483551, 0.658546507358551, 0.5576634407043457, 0.06572653353214264, -1.0353150367736816, 0.4866066575050354, 0.7520439028739929, 0.7020827531814575, -0.10529007762670517, -0.45098215341567993, 0.04698251560330391, -0.22388586401939392, 0.21159827709197998, 0.20539449155330658, -1.0053441524505615, 0.4591079354286194, -0.2758192718029022, -0.3487323522567749, 0.27974334359169006, 1.3976421356201172, 0.283913791179657, 0.6163180470466614, 0.41388818621635437, 0.10494495928287506, 0.6034020185470581, -1.4654860496520996]"
goodhealth,2011,christmas youve week year use time detox food drink,0,12,0,"[-0.1514366865158081, -0.1576109528541565, 0.37904858589172363, -0.36843374371528625, 0.31401094794273376, 0.6381286382675171, 0.546334445476532, -0.011197661980986595, -1.0069605112075806, 0.5281136631965637, 0.5392494201660156, 0.7416850328445435, -0.17000827193260193, -0.4319649934768677, 0.10559293627738953, -0.08584453165531158, 0.19427776336669922, 0.03286056965589523, -0.9704906344413757, 0.49215009808540344, -0.2594941556453705, -0.37928879261016846, 0.2006767839193344, 1.3219799995422363, 0.25841936469078064, 0.5536162257194519, 0.3161607086658478, -0.0012012323131784797, 0.5994629263877869, -1.389269471168518]"
goodhealth,2011,merrychristmas hope safe happy holiday everyone,0,12,6,"[-0.007895230315625668, -0.3131943345069885, 0.49819833040237427, -0.032878391444683075, 0.09735220670700073, 0.5768109560012817, 0.44888877868652344, 0.10980737209320068, -0.9300411343574524, 0.3997593820095062, 0.8827028870582581, 0.5701377987861633, -0.11891965568065643, -0.6403956413269043, 0.09366600215435028, -0.32086560130119324, 0.3496432602405548, 0.41570723056793213, -0.8961235880851746, 0.29528144001960754, -0.22011078894138336, -0.3892801105976105, 0.13812360167503357, 1.3210171461105347, 0.3851844370365143, 0.6526643633842468, 0.15164300799369812, 0.1690984070301056, 0.6068845987319946, -1.3641998767852783]"
goodhealth,2011,treat take year,0,12,5,"[0.012994211167097092, -0.24654428660869598, 0.4916420578956604, -0.14323300123214722, 0.13032923638820648, 0.5753937363624573, 0.4825740158557892, -0.017752377316355705, -1.0188461542129517, 0.4340451657772064, 0.8877255916595459, 0.5638171434402466, -0.18988560140132904, -0.5962056517601013, 0.05968298390507698, -0.2381734400987625, 0.43475839495658875, 0.4215417802333832, -1.0311546325683594, 0.38776662945747375, -0.31252315640449524, -0.3610362708568573, 0.15167038142681122, 1.49324631690979, 0.37013301253318787, 0.7844043374061584, 0.19544659554958344, 0.15001483261585236, 0.656349778175354, -1.5203708410263062]"
goodhealth,2011,consider recipe low sat fat holiday menu guest happy hearthealthy,0,12,4,"[-0.07732634991407394, -0.3374405801296234, 0.5672656893730164, -0.10482370853424072, 0.14655065536499023, 0.6492465138435364, 0.5495014786720276, 0.08565223962068558, -1.1274827718734741, 0.46617376804351807, 0.982814610004425, 0.6206009387969971, -0.14110466837882996, -0.6717944741249084, 0.06099330261349678, -0.32517483830451965, 0.41878122091293335, 0.3921199440956116, -1.0381914377212524, 0.3489866852760315, -0.19454623758792877, -0.4265899658203125, 0.2922011911869049, 1.3611830472946167, 0.32065823674201965, 0.7607508301734924, 0.21872901916503906, 0.134200781583786, 0.6557387709617615, -1.6176197528839111]"
goodhealth,2011,plan perfect holiday menu recipe carblovers cookbook sale,0,12,4,"[-0.06782139837741852, 0.057835716754198074, 0.009383372962474823, -0.6283338665962219, 0.45430877804756165, 0.3938366174697876, 0.22413741052150726, -0.025723284110426903, -1.0519475936889648, 0.20932437479496002, -0.041215818375349045, 0.9888976216316223, -0.04147152602672577, -0.19660133123397827, -0.30773860216140747, 0.14789818227291107, -0.05031447485089302, -0.9894285798072815, -0.8546504974365234, 0.5417473912239075, -0.0387222096323967, -0.6186733245849609, 0.17305290699005127, 1.7070420980453491, 0.4102267324924469, 0.63165682554245, 0.6851381063461304, -0.29165929555892944, 0.16754542291164398, -1.72586190700531]"
goodhealth,2011,meet world smallest competitive eater,0,12,4,"[0.054356127977371216, -0.3514258861541748, 0.4867344796657562, 0.013119321316480637, 0.11294197291135788, 0.5789746642112732, 0.3283769190311432, 0.1632305234670639, -0.8921230435371399, 0.30516064167022705, 0.9293349385261536, 0.4623403251171112, -0.013277588412165642, -0.5792797207832336, -0.02705630101263523, -0.3020912706851959, 0.4110029339790344, 0.335509717464447, -0.9428547620773315, 0.13007141649723053, -0.0691625103354454, -0.38579344749450684, 0.3160248100757599, 1.0822402238845825, 0.3391612768173218, 0.6928966045379639, 0.12024460732936859, 0.17435836791992188, 0.5758727788925171, -1.3542762994766235]"
goodhealth,2011,dont touch escalator railing disgustingly germy spot mall,0,12,3,"[-0.029291799291968346, -0.2643488645553589, 0.6050339937210083, -0.07373341917991638, 0.16511386632919312, 0.7297558784484863, 0.4636246860027313, 0.05565650761127472, -1.090234398841858, 0.5445435643196106, 1.0486087799072266, 0.6211159229278564, -0.0805625170469284, -0.7422526478767395, 0.048670895397663116, -0.3768942952156067, 0.4053868055343628, 0.4737664759159088, -1.1052743196487427, 0.4176500737667084, -0.15830130875110626, -0.4005902111530304, 0.20628735423088074, 1.4269291162490845, 0.44355425238609314, 0.845094621181488, 0.20272813737392426, 0.07682495564222336, 0.7203386425971985, -1.6017255783081055]"
goodhealth,2011,common medication cause weight gain,0,12,3,"[0.26487216353416443, -0.33773472905158997, 0.5692671537399292, 0.05383243411779404, 0.02207385189831257, 0.710821807384491, 0.6206322312355042, 0.1737826019525528, -1.0105148553848267, 0.4600365161895752, 1.1737476587295532, 0.5520839691162109, -0.12707872688770294, -0.6256838440895081, 0.022308798506855965, -0.3875249922275543, 0.6443653702735901, 0.5073476433753967, -0.9333499073982239, -0.02581079676747322, -0.2463180422782898, -0.4435829818248749, 0.2547692656517029, 1.182992696762085, 0.4144601821899414, 0.7997101545333862, 0.0729985162615776, 0.09009232372045517, 0.6991429328918457, -1.4818259477615356]"
goodhealth,2011,oh forget last gift dont worry weve cover gift,0,12,3,"[-0.019312335178256035, 0.050765957683324814, 0.1819985955953598, -0.5702152252197266, 0.4953707754611969, 0.63277268409729, 0.30264365673065186, -0.12424172461032867, -1.2528164386749268, 0.36562579870224, 0.29533299803733826, 0.9795259237289429, -0.04668933525681496, -0.47195860743522644, -0.08339080214500427, 0.15093044936656952, -0.06865181028842926, -0.6882891654968262, -1.0235037803649902, 0.5749720335006714, -0.10465815663337708, -0.6479365825653076, 0.23367729783058167, 1.8535114526748657, 0.3757319450378418, 0.5941424369812012, 0.5714490413665771, -0.3137936294078827, 0.35138848423957825, -1.8832621574401855]"
goodhealth,2011,easy low fat put holiday cooky menu,0,12,3,"[-0.06789247691631317, -0.22941206395626068, 0.40797170996665955, -0.21483927965164185, 0.15509837865829468, 0.6538664698600769, 0.41336387395858765, -0.0017780212219804525, -0.9777918457984924, 0.4703628420829773, 0.6847505569458008, 0.6700627207756042, -0.15803349018096924, -0.46487805247306824, 0.07523005455732346, -0.22680120170116425, 0.2888169586658478, 0.24867162108421326, -0.9221936464309692, 0.4254271388053894, -0.15021316707134247, -0.38450053334236145, 0.17335622012615204, 1.3116923570632935, 0.3060622811317444, 0.6132779121398926, 0.30258840322494507, 0.03724396601319313, 0.43954214453697205, -1.3462181091308594]"
goodhealth,2011,spread christmas cheer throughout household let kid easytomake treat,2,12,3,"[-0.12048634141683578, -0.1882718950510025, 0.3990751802921295, -0.28931012749671936, 0.24126139283180237, 0.7002360224723816, 0.5985153913497925, 0.02453431859612465, -1.1477105617523193, 0.5360733270645142, 0.7485617995262146, 0.7577337622642517, -0.08617905527353287, -0.47464028000831604, -0.03177473694086075, -0.13915985822677612, 0.32696306705474854, 0.04638400301337242, -1.080497145652771, 0.3671256899833679, -0.16947200894355774, -0.4517224133014679, 0.2994110584259033, 1.5036786794662476, 0.34193694591522217, 0.6952328681945801, 0.35235586762428284, 0.011933748610317707, 0.5360067486763, -1.6134471893310547]"
goodhealth,2011,mustknow facts cholesterol medication,0,12,2,"[-0.06323514878749847, -0.11905580759048462, 0.36876124143600464, -0.41147202253341675, 0.2077760547399521, 0.7336987853050232, 0.4369300603866577, 0.041490551084280014, -1.0924098491668701, 0.5708798766136169, 0.5582743883132935, 0.7449042797088623, -0.10533162951469421, -0.4722021222114563, 0.025172751396894455, -0.12075216323137283, 0.16947174072265625, 0.065562903881073, -1.0079468488693237, 0.45044443011283875, -0.10944093018770218, -0.42207106947898865, 0.2568810284137726, 1.4253805875778198, 0.3341892957687378, 0.5727790594100952, 0.3087700605392456, -0.06865214556455612, 0.5819571018218994, -1.4301254749298096]"
goodhealth,2011,healthyliving todayshow food average american always hasnever kitchen,0,12,2,"[-0.11448726058006287, -0.17236383259296417, 0.452852725982666, -0.34981420636177063, 0.19259977340698242, 0.7818969488143921, 0.418968141078949, 0.039230916649103165, -1.0861308574676514, 0.6747097969055176, 0.8015727996826172, 0.7115778923034668, -0.1602569967508316, -0.4633822739124298, 0.10155978798866272, -0.10731355845928192, 0.19583669304847717, 0.13197053968906403, -0.9923236966133118, 0.4138305187225342, -0.16931459307670593, -0.45901063084602356, 0.3328947424888611, 1.489651083946228, 0.29663586616516113, 0.7288030385971069, 0.36998260021209717, -0.05795114114880562, 0.6298211216926575, -1.6354122161865234]"
goodhealth,2011,sign youre head holiday heart attack,0,12,2,"[-0.13370433449745178, 0.12913230061531067, -0.08052853494882584, -0.719274640083313, 0.6560624241828918, 0.47573673725128174, 0.30000513792037964, 0.11711569130420685, -1.1115797758102417, 0.23862889409065247, -0.08318532258272171, 1.111002802848816, -0.21936188638210297, -0.17042286694049835, -0.3136095702648163, 0.2612062990665436, -0.16431748867034912, -1.2615325450897217, -0.9746485352516174, 0.5778960585594177, -0.18800212442874908, -0.6655479073524475, 0.25440043210983276, 2.2037365436553955, 0.582899808883667, 0.7317508459091187, 0.878221333026886, -0.49447664618492126, 0.09641372412443161, -2.0112931728363037]"
goodhealth,2011,sign head holiday meltdown dont worry youre alone,0,12,1,"[0.0269886814057827, 0.10906198620796204, 0.09563373029232025, -0.7008937001228333, 0.6297794580459595, 0.34064748883247375, 0.07783706486225128, -0.15247012674808502, -1.1042749881744385, 0.08546140044927597, -0.18250121176242828, 1.0920857191085815, 0.07865162938833237, -0.2603314518928528, -0.26147615909576416, 0.23912662267684937, -0.2546066343784332, -1.2341704368591309, -0.7806412577629089, 0.4005368649959564, 0.06789472699165344, -0.6246663928031921, 0.29278674721717834, 1.7404136657714844, 0.35659611225128174, 0.5387654304504395, 0.6066179871559143, -0.3019750714302063, 0.08576928824186325, -1.7436126470565796]"
goodhealth,2011,men misread sexual cue,0,12,1,"[0.0027033446822315454, -0.3573727607727051, 0.6036546230316162, 0.10376209765672684, 0.11954234540462494, 0.6564061045646667, 0.4963001012802124, 0.20195640623569489, -1.0215229988098145, 0.38619646430015564, 1.0819991827011108, 0.595614492893219, -0.18930430710315704, -0.7596274018287659, 0.10705186426639557, -0.3363684415817261, 0.48610880970954895, 0.4781704843044281, -0.9311398863792419, 0.13555516302585602, -0.16726571321487427, -0.48127633333206177, 0.30450040102005005, 1.3079253435134888, 0.28298521041870117, 0.7950226068496704, 0.0818495973944664, 0.23106558620929718, 0.6376972794532776, -1.488523006439209]"
goodhealth,2011,peak heart attack seasontake care ticker,0,12,1,"[-0.16199491918087006, -0.19127611815929413, 0.44642964005470276, -0.2559162378311157, 0.2426607608795166, 0.6444329619407654, 0.45142972469329834, -0.04977148771286011, -1.2067248821258545, 0.5212085843086243, 0.6375858187675476, 0.8002339005470276, -0.09676744788885117, -0.5269967913627625, 0.040416982024908066, -0.14854735136032104, 0.23328624665737152, -0.02308216691017151, -1.057845950126648, 0.44743576645851135, -0.21557271480560303, -0.46946656703948975, 0.30578625202178955, 1.5097970962524414, 0.4056798815727234, 0.7178581357002258, 0.4529383182525635, 0.032151877880096436, 0.6029068827629089, -1.5910545587539673]"
goodhealth,2011,lose pound healthfully send story weight height pic weightlosshealthyahoocom,0,12,1,"[-0.09517132490873337, -0.31840944290161133, 0.4362424910068512, -0.10217492282390594, 0.1854613572359085, 0.6931562423706055, 0.5522604584693909, 0.07678927481174469, -1.1576764583587646, 0.5245189666748047, 0.901070237159729, 0.6821390390396118, -0.16647008061408997, -0.6460181474685669, 0.05480830371379852, -0.16927461326122284, 0.37127485871315, 0.20182429254055023, -1.021935224533081, 0.36354807019233704, -0.20871123671531677, -0.45245230197906494, 0.24434398114681244, 1.5347124338150024, 0.4163563549518585, 0.7161000967025757, 0.2112685590982437, 0.1458127200603485, 0.6919718980789185, -1.6352039575576782]"
goodhealth,2011,rich holiday food sluggish midweek cleanse high fiber food,0,12,1,"[-0.027104083448648453, -0.12041550129652023, 0.38034507632255554, -0.17624501883983612, 0.15933413803577423, 0.658191442489624, 0.46853840351104736, 0.10375983268022537, -1.0051770210266113, 0.5494864583015442, 0.6447544097900391, 0.7284250259399414, -0.16746726632118225, -0.5317171216011047, 0.021370209753513336, -0.10113446414470673, 0.23732982575893402, 0.1516386717557907, -0.8547066450119019, 0.44335097074508667, -0.1779012829065323, -0.33112961053848267, 0.25963521003723145, 1.4134044647216797, 0.33115214109420776, 0.5537793040275574, 0.2762279808521271, -0.01666676253080368, 0.6093225479125977, -1.356469750404358]"
goodhealth,2011,christmas light save energy,0,12,1,"[-0.10886486619710922, -0.18364956974983215, 0.4874193072319031, -0.2030540406703949, 0.16167953610420227, 0.6292946934700012, 0.473113477230072, -0.006228699814528227, -1.0060080289840698, 0.47136160731315613, 0.8028063774108887, 0.6633055210113525, -0.16400973498821259, -0.6372928023338318, 0.08710190653800964, -0.2691783308982849, 0.3505484461784363, 0.2510996460914612, -0.9323905110359192, 0.3740406036376953, -0.19035907089710236, -0.4387813210487366, 0.2173261046409607, 1.4305076599121094, 0.34873566031455994, 0.6436032056808472, 0.18229113519191742, 0.07789310067892075, 0.6271470189094543, -1.408276081085205]"
goodhealth,2011,neti pot usage directly link two death,0,12,0,"[-0.038812268525362015, -0.2869570255279541, 0.5684048533439636, 0.2299184501171112, 0.13859735429286957, 0.5450862050056458, 0.33491671085357666, 0.19284075498580933, -0.8164840340614319, 0.3560888469219208, 1.1817635297775269, 0.44106894731521606, -0.07258161157369614, -0.7507808208465576, -0.00048192424583248794, -0.40293431282043457, 0.4714578092098236, 0.5952649116516113, -0.9623276591300964, 0.07727373391389847, -0.05096077919006348, -0.4466666877269745, 0.34393101930618286, 1.1804461479187012, 0.3296799957752228, 0.8291085362434387, 0.1379353404045105, 0.21354113519191742, 0.6604241132736206, -1.4861959218978882]"
goodhealth,2011,vote whats favorite mag,0,12,0,"[-0.13804246485233307, -0.16018997132778168, 0.40524160861968994, -0.32135140895843506, 0.195815309882164, 0.6746240258216858, 0.45821577310562134, 0.032727956771850586, -0.9649372696876526, 0.5607239007949829, 0.6215757727622986, 0.6839631795883179, -0.004924932960420847, -0.4153747856616974, 0.1241457462310791, -0.10843917727470398, 0.24168455600738525, 0.048599980771541595, -0.9158599376678467, 0.331863135099411, -0.16958962380886078, -0.37803173065185547, 0.20270851254463196, 1.3765301704406738, 0.2615858316421509, 0.5863571763038635, 0.3397420346736908, -0.013955211266875267, 0.48417240381240845, -1.3843169212341309]"
goodhealth,2011,sure dinner tonight weve cover,0,12,6,"[-0.04112355411052704, -0.27816808223724365, 0.4406736493110657, -0.06276174634695053, 0.16050845384597778, 0.6155864000320435, 0.4034717082977295, 0.05818988010287285, -0.8201905488967896, 0.44604238867759705, 0.7655542492866516, 0.5328707098960876, -0.11015171557664871, -0.527366042137146, -0.010129292495548725, -0.22739370167255402, 0.25979381799697876, 0.309510201215744, -0.871746838092804, 0.27015578746795654, -0.15727172791957855, -0.2964806854724884, 0.20641247928142548, 1.3434523344039917, 0.34953588247299194, 0.767836332321167, 0.19438619911670685, 0.09126946330070496, 0.5743321776390076, -1.3063762187957764]"
goodhealth,2011,shop wrap cook oh dont holiday meltdown sign youre close,0,12,6,"[0.04249387979507446, -0.24282582104206085, 0.5591004490852356, 0.06186496838927269, 0.11455662548542023, 0.6967840194702148, 0.4728458821773529, 0.12713852524757385, -0.9410358667373657, 0.4412061274051666, 0.9799464344978333, 0.5801830291748047, -0.1781574934720993, -0.6365762948989868, 0.004788142163306475, -0.2447727471590042, 0.43856728076934814, 0.3669653534889221, -0.8916292786598206, 0.1422724425792694, -0.10680415481328964, -0.34118741750717163, 0.2316703498363495, 1.3988749980926514, 0.4035273790359497, 0.7026759386062622, 0.13140669465065002, 0.20281358063220978, 0.6374323964118958, -1.5294084548950195]"
goodhealth,2011,holiday food eat,0,12,6,"[0.027430744841694832, -0.2922649085521698, 0.49137404561042786, 0.010445313528180122, 0.18263985216617584, 0.6119098663330078, 0.5042413473129272, 0.07746131718158722, -0.971281886100769, 0.34204384684562683, 0.9062121510505676, 0.5450740456581116, -0.16770756244659424, -0.7359774112701416, 0.0009827271569520235, -0.3519410490989685, 0.3724122941493988, 0.46748414635658264, -0.8759647011756897, 0.2331870198249817, -0.19380642473697662, -0.4336218237876892, 0.2368173897266388, 1.334821105003357, 0.3808119595050812, 0.6873104572296143, 0.16067542135715485, 0.20535866916179657, 0.5794926881790161, -1.4890776872634888]"
goodhealth,2011,cold weekend perfect time cozy comfort food blogger share recipe,0,12,5,"[-0.07689741998910904, -0.25244376063346863, 0.3937356472015381, -0.022641029208898544, 0.15473145246505737, 0.6388689279556274, 0.521221935749054, 0.031078491359949112, -0.9751493334770203, 0.5012211799621582, 0.8442744612693787, 0.5381135940551758, -0.0873236134648323, -0.5573242902755737, -0.04097255319356918, -0.2911679446697235, 0.40433269739151, 0.35731232166290283, -0.9018956422805786, 0.23656140267848969, -0.14741867780685425, -0.3797368109226227, 0.23584502935409546, 1.3208122253417969, 0.26543858647346497, 0.7386305928230286, 0.2520715594291687, 0.17033398151397705, 0.525884747505188, -1.4023144245147705]"
goodhealth,2011,believe almost check pick gear award promise theyre still style,0,12,5,"[-0.12614648044109344, -0.07035385817289352, 0.3825472593307495, -0.4177064597606659, 0.33116042613983154, 0.7296546697616577, 0.4735369086265564, 0.05397187918424606, -1.206874966621399, 0.4901984632015228, 0.5749284029006958, 0.9475226998329163, -0.15379378199577332, -0.5355421304702759, 0.012730183079838753, -0.06829597800970078, 0.17649023234844208, -0.1314345896244049, -1.0569500923156738, 0.5600044131278992, -0.1775645613670349, -0.5462559461593628, 0.2209290862083435, 1.7377760410308838, 0.43889477849006653, 0.6906555891036987, 0.37050098180770874, -0.123184435069561, 0.5388427376747131, -1.695282220840454]"
goodhealth,2011,med could heartburn worse,0,12,5,"[-0.06561736017465591, -0.20828542113304138, 0.4179363548755646, -0.2715994417667389, 0.22440877556800842, 0.6186637282371521, 0.45014500617980957, 0.1127472072839737, -0.9005734324455261, 0.39411646127700806, 0.5923897624015808, 0.6576996445655823, -0.1557312160730362, -0.4535611569881439, 0.005452290643006563, -0.1929398626089096, 0.27694082260131836, 0.06651949882507324, -0.8838314414024353, 0.3722250759601593, -0.1843017041683197, -0.4080865979194641, 0.21080933511257172, 1.3734828233718872, 0.3079504668712616, 0.6611387729644775, 0.2563766837120056, 0.06556691974401474, 0.5097300410270691, -1.3388968706130981]"
