Number,Date_Time,info,source,Core_info_final,year
283132337854771200,2012-12-24 08:49:44+00:00,Is it too late to get a flu shot? http://at.cnn.com/S2bHzSb,cnnhealth,Is it too late to get a flu shot? ,2012
283011397456130049,2012-12-24 00:49:09+00:00,Ex-conjoined twins reach milestone http://at.cnn.com/RDfz0wY,cnnhealth,Ex-conjoined twins reach milestone ,2012
282890464204582912,2012-12-23 16:48:37+00:00,Adorable alert! A boy and his seizure dog http://at.cnn.com/CtS2k18 #humanfactor,cnnhealth,Adorable alert! A boy and his seizure dog ,2012
282769523965300736,2012-12-23 08:48:02+00:00,"Newton shooting's legacy may be #autism backlash, @Time reports http://at.cnn.com/jf7C2tQ",cnnhealth,"Newton shooting's legacy may be #autism backlash, @Time reports ",2012
282663222803312642,2012-12-23 01:45:38+00:00,Eating disorder anxiety rises during the holidays http://at.cnn.com/rAeuHHK,cnnhealth,Eating disorder anxiety rises during the holidays ,2012
282551610146701312,2012-12-22 18:22:08+00:00,"Happy Holidays to all the unsung heroes of medicine! Love, @TonyYounMD http://at.cnn.com/sVZuqUQ",cnnhealth,"Happy Holidays to all the unsung heroes of medicine! Love, @TonyYounMD ",2012
282494296563781634,2012-12-22 14:34:23+00:00,"In my experience, it's the quirky ones that change society for the better -- @CNN commenter on #Asperger's http://at.cnn.com/ke0S8o0",cnnhealth,"In my experience, it's the quirky ones that change society for the better -- @CNN commenter on #Asperger's ",2012
282441203276992512,2012-12-22 11:03:25+00:00,A depressive's guide to #Christmas http://at.cnn.com/jxMvKIC,cnnhealth,A depressive's guide to #Christmas ,2012
282350170383998976,2012-12-22 05:01:41+00:00,What the brain wants for #Christmas http://at.cnn.com/zMgeEL6,cnnhealth,What the brain wants for #Christmas ,2012
282246575722475520,2012-12-21 22:10:02+00:00,What exactly is Asperger's Syndrome? @DrSanjayGupta explains http://at.cnn.com/IOxhqGe,cnnhealth,What exactly is Asperger's Syndrome? @DrSanjayGupta explains ,2012
282230597659791360,2012-12-21 21:06:32+00:00,"1 in 5 kids have mental illness, @DrSanjayGupta says http://at.cnn.com/DXarUzF",cnnhealth,"1 in 5 kids have mental illness, @DrSanjayGupta says ",2012
282211575815888896,2012-12-21 19:50:57+00:00,Looks like our great-grandkids will still get to enjoy @MichaelPhelps' abs... http://at.cnn.com/uGeZTEC,cnnhealth,Looks like our great-grandkids will still get to enjoy @MichaelPhelps' abs... ,2012
282190698424442880,2012-12-21 18:28:00+00:00,5 healthy eating tips for holiday travelers http://at.cnn.com/N9bDwjM,cnnhealth,5 healthy eating tips for holiday travelers ,2012
282110077878558720,2012-12-21 13:07:38+00:00,CNN editor: I have Asperger's and I am just like you http://at.cnn.com/wnTS4UZ,cnnhealth,CNN editor: I have Asperger's and I am just like you ,2012
281989148611604480,2012-12-21 05:07:06+00:00,Opinion: Get serious about mental health care http://at.cnn.com/tdDoPdG,cnnhealth,Opinion: Get serious about mental health care ,2012
281868251254910976,2012-12-20 21:06:42+00:00,Past child shooting victims speak out http://at.cnn.com/owdtwRh (via @elizcohencnn ) #empoweredpatient,cnnhealth,Past child shooting victims speak out ,2012
281839478388183040,2012-12-20 19:12:22+00:00,Concerns about generic painkillers increase http://at.cnn.com/Kri7VTL,cnnhealth,Concerns about generic painkillers increase ,2012
281789675721605120,2012-12-20 15:54:28+00:00,Why you should act quickly at the first signs of a heart attack http://at.cnn.com/nK908Ln,cnnhealth,Why you should act quickly at the first signs of a heart attack ,2012
281757795127279618,2012-12-20 13:47:47+00:00,Watch: Teen accused of playing doctor http://at.cnn.com/Sky5LLR,cnnhealth,Watch: Teen accused of playing doctor ,2012
281745764902903808,2012-12-20 12:59:59+00:00,"RT @KathiVN: @cnnhealth great contribution to the misunderstanding about Aspergers, I admire your bravery ... http://www.cnn.com/2012/12/19/health/ryan-aspergers/index.html",cnnhealth,"RT @KathiVN: @cnnhealth great contribution to the misunderstanding about Aspergers, I admire your bravery ... ",2012
281687087726592000,2012-12-20 09:06:49+00:00,Why a boy grows into a killer http://at.cnn.com/khKY4hH #newton #schoolshooting,cnnhealth,Why a boy grows into a killer ,2012
281587343796887552,2012-12-20 02:30:29+00:00,Pakistan #polio workers killed; campaign suspended http://at.cnn.com/kqEaZiz,cnnhealth,Pakistan #polio workers killed; campaign suspended ,2012
281517731818393600,2012-12-19 21:53:52+00:00,Ireland to clarify law on #abortion when mother's life is at risk http://at.cnn.com/elDKnuZ,cnnhealth,Ireland to clarify law on #abortion when mother's life is at risk ,2012
281448861728403456,2012-12-19 17:20:12+00:00,RT @cjcoleman22: @cnnhealth but muscles burn calories all day increasing your resting metabolism and increasing your total fat burn. Lif ...,cnnhealth,RT @cjcoleman22: @cnnhealth but muscles burn calories all day increasing your resting metabolism and increasing your total fat burn. Lif ...,2012
281448221866336257,2012-12-19 17:17:39+00:00,Weight-loss tip! Cardio burns more fat than weight lifting http://at.cnn.com/I83op69,cnnhealth,Weight-loss tip! Cardio burns more fat than weight lifting ,2012
281383746584862722,2012-12-19 13:01:27+00:00,'Anarchist Soccer Mom' cries out for help http://at.cnn.com/CMYjiWU,cnnhealth,'Anarchist Soccer Mom' cries out for help ,2012
281262610178007040,2012-12-19 05:00:06+00:00,"After tragedy, don't obsess, heal gently http://at.cnn.com/LAdqgNA",cnnhealth,"After tragedy, don't obsess, heal gently ",2012
281133165190463488,2012-12-18 20:25:44+00:00,Groups: Autism not to blame for violence http://at.cnn.com/CmExQet,cnnhealth,Groups: Autism not to blame for violence ,2012
281096687647338496,2012-12-18 18:00:47+00:00,Philippines House passes reproductive health bill http://at.cnn.com/pdUiO6C,cnnhealth,Philippines House passes reproductive health bill ,2012
281080204896641026,2012-12-18 16:55:17+00:00,Prepared vacations are healthy ones http://at.cnn.com/RdUPbfx,cnnhealth,Prepared vacations are healthy ones ,2012
281063460228448257,2012-12-18 15:48:45+00:00,Understanding stages of grief http://at.cnn.com/fdC8HDA,cnnhealth,Understanding stages of grief ,2012
281048005346476032,2012-12-18 14:47:20+00:00,Helping kids heal after tragedy http://at.cnn.com/uhedgvJ,cnnhealth,Helping kids heal after tragedy ,2012
281015103665610753,2012-12-18 12:36:36+00:00,Brain model may help build human-like robot http://at.cnn.com/MJo2AP7,cnnhealth,Brain model may help build human-like robot ,2012
280894094484586496,2012-12-18 04:35:45+00:00,Children at risk from big TVs http://at.cnn.com/zwoEQR6,cnnhealth,Children at risk from big TVs ,2012
280773185207676929,2012-12-17 20:35:18+00:00,Decision day for states on health insurance marketplaces http://at.cnn.com/dn6dMDJ,cnnhealth,Decision day for states on health insurance marketplaces ,2012
280695565443022849,2012-12-17 15:26:52+00:00,Support crucial for kids after trauma http://at.cnn.com/c1FAR6k,cnnhealth,Support crucial for kids after trauma ,2012
280614098985680897,2012-12-17 10:03:09+00:00,Fiscal cliff worries for mother with autistic son http://at.cnn.com/NcoRAjp,cnnhealth,Fiscal cliff worries for mother with autistic son ,2012
280493231047856129,2012-12-17 02:02:52+00:00,Amnesia victim feels like a ghost http://at.cnn.com/cGvyycI,cnnhealth,Amnesia victim feels like a ghost ,2012
280383885005705216,2012-12-16 18:48:22+00:00,"Peanut butter, garlic bread back on school plates http://at.cnn.com/39avIHe",cnnhealth,"Peanut butter, garlic bread back on school plates ",2012
280262942295990272,2012-12-16 10:47:47+00:00,Ouch! Holidays can be hazardous http://at.cnn.com/qyXtLvf,cnnhealth,Ouch! Holidays can be hazardous ,2012
280142013452668928,2012-12-16 02:47:15+00:00,Suicide causes not straightforward http://at.cnn.com/3Kc5YZR,cnnhealth,Suicide causes not straightforward ,2012
280021131673624576,2012-12-15 18:46:54+00:00,Sickle cell patient won't let disease define her http://at.cnn.com/Wc9b10l,cnnhealth,Sickle cell patient won't let disease define her ,2012
279914526781091841,2012-12-15 11:43:18+00:00,Prescription drugs 'orphan' children in eastern Kentucky http://at.cnn.com/tyqj6xm,cnnhealth,Prescription drugs 'orphan' children in eastern Kentucky ,2012
279793606158610433,2012-12-15 03:42:48+00:00,VA under scrutiny after Legionnaires' deaths http://at.cnn.com/KdThoOZ,cnnhealth,VA under scrutiny after Legionnaires' deaths ,2012
279672551796514816,2012-12-14 19:41:47+00:00,How safe are our cosmetics? http://at.cnn.com/JpRkFHX,cnnhealth,How safe are our cosmetics? ,2012
279610434548555777,2012-12-14 15:34:57+00:00,Obesity tops global health crisis list http://at.cnn.com/TtUGD54,cnnhealth,Obesity tops global health crisis list ,2012
279530555165532160,2012-12-14 10:17:32+00:00,Loneliness linked to dementia http://at.cnn.com/OrxGoyt,cnnhealth,Loneliness linked to dementia ,2012
279409419224236032,2012-12-14 02:16:11+00:00,In-laws can help -- or hurt -- your marriage http://at.cnn.com/Li99Oh6,cnnhealth,In-laws can help -- or hurt -- your marriage ,2012
279308332358045696,2012-12-13 19:34:30+00:00,California Gov. Jerry Brown treated for prostate cancer http://at.cnn.com/RSoCfRt,cnnhealth,California Gov. Jerry Brown treated for prostate cancer ,2012
279257595125067777,2012-12-13 16:12:53+00:00,Doctors urged: keep kids from smoking http://at.cnn.com/AEjV3nh,cnnhealth,Doctors urged: keep kids from smoking ,2012
279221031812624386,2012-12-13 13:47:36+00:00,A different holiday trip: The guilt trip http://at.cnn.com/uFJ3LnD,cnnhealth,A different holiday trip: The guilt trip ,2012
279099855073320960,2012-12-13 05:46:05+00:00,Another Sandy legacy: Home mold http://at.cnn.com/WQNyEOf,cnnhealth,Another Sandy legacy: Home mold ,2012
278978702258356225,2012-12-12 21:44:40+00:00,Caregiver lives rerouted yet enriched by aging parents http://at.cnn.com/dKBjvPs,cnnhealth,Caregiver lives rerouted yet enriched by aging parents ,2012
278881650887258112,2012-12-12 15:19:01+00:00,Give a heart-healthy gift http://at.cnn.com/rA2xbIK,cnnhealth,Give a heart-healthy gift ,2012
278817708898922496,2012-12-12 11:04:56+00:00,Frankie Muniz: Mini-stroke was 'wake-up call' http://at.cnn.com/hMBCiav,cnnhealth,Frankie Muniz: Mini-stroke was 'wake-up call' ,2012
278696895638028289,2012-12-12 03:04:52+00:00,Opinion: Drug industry's free speech helps doctors http://at.cnn.com/YalSA7P,cnnhealth,Opinion: Drug industry's free speech helps doctors ,2012
278593905606397953,2012-12-11 20:15:37+00:00,HIV as cancer treatment http://at.cnn.com/AGYxLQk,cnnhealth,HIV as cancer treatment ,2012
278518417294778368,2012-12-11 15:15:39+00:00,"In most obese city, going from fat to fit http://at.cnn.com/MbKWzpw",cnnhealth,"In most obese city, going from fat to fit ",2012
278500987365376001,2012-12-11 14:06:24+00:00,5 new breast cancer discoveries http://at.cnn.com/vTs1VcT,cnnhealth,5 new breast cancer discoveries ,2012
278449586736070658,2012-12-11 10:42:09+00:00,Retirement gets rosier for LGBT http://at.cnn.com/yGbkyxg,cnnhealth,Retirement gets rosier for LGBT ,2012
278328542100602880,2012-12-11 02:41:10+00:00,Medical marijuana helps boy's seizures http://at.cnn.com/ZXOdiqO,cnnhealth,Medical marijuana helps boy's seizures ,2012
278207471980515328,2012-12-10 18:40:04+00:00,Lots of salt means lots of soda http://at.cnn.com/BuD8gid,cnnhealth,Lots of salt means lots of soda ,2012
278132745002184704,2012-12-10 13:43:08+00:00,Pushed to the limit: The world's toughest endurance challenges http://at.cnn.com/gIOWfsm,cnnhealth,Pushed to the limit: The world's toughest endurance challenges ,2012
278013426893217792,2012-12-10 05:49:00+00:00,Got milk? Yes! About a kajillion different kinds in fact. So which milk is best for you? http://at.cnn.com/Zdq3beb,cnnhealth,Got milk? Yes! About a kajillion different kinds in fact. So which milk is best for you? ,2012
277958098013016064,2012-12-10 02:09:09+00:00,RT @jdwilson2: Already have 6 or 7 story ideas and I've only been at the #NPFCancer program for a few hrs. Going to be a fascinating 3 days!,cnnhealth,RT @jdwilson2: Already have 6 or 7 story ideas and I've only been at the #NPFCancer program for a few hrs. Going to be a fascinating 3 days!,2012
277892459869110272,2012-12-09 21:48:20+00:00,Military analysts believe Syria may have one of the largest stockpiles of chemical weapons in the world http://at.cnn.com/9xFmzuz,cnnhealth,Military analysts believe Syria may have one of the largest stockpiles of chemical weapons in the world ,2012
277803351029186562,2012-12-09 15:54:14+00:00,CNN's @DrSanjayGupta catches up with surrogate sisters http://at.cnn.com/QOq4NhM,cnnhealth,CNN's @DrSanjayGupta catches up with surrogate sisters ,2012
277718185057341440,2012-12-09 10:15:49+00:00,Medical advice from the Dalai Lama's doctor http://at.cnn.com/5REhKrT,cnnhealth,Medical advice from the Dalai Lama's doctor ,2012
277597198907215872,2012-12-09 02:15:04+00:00,Today's #health minute: Building good relationships http://at.cnn.com/mGlIc0L,cnnhealth,Today's #health minute: Building good relationships ,2012
277488861125410816,2012-12-08 19:04:34+00:00,Boy's miracle recovery from brutal attack http://at.cnn.com/mE3ryYR,cnnhealth,Boy's miracle recovery from brutal attack ,2012
277428649551093761,2012-12-08 15:05:19+00:00,Acute pregnancy sickness: My story http://at.cnn.com/MwlbcgY,cnnhealth,Acute pregnancy sickness: My story ,2012
277367735640539136,2012-12-08 11:03:16+00:00,Infant recliner model linked to 5 deaths http://at.cnn.com/AfJZaHa,cnnhealth,Infant recliner model linked to 5 deaths ,2012
277246829777805312,2012-12-08 03:02:49+00:00,Blood test for #autism in early stages http://at.cnn.com/eOQFhTY,cnnhealth,Blood test for #autism in early stages ,2012
277150020619350016,2012-12-07 20:38:08+00:00,Dealing with morning sickness http://at.cnn.com/knMLC9R,cnnhealth,Dealing with morning sickness ,2012
277107524447121409,2012-12-07 17:49:16+00:00,When consensual sex is a crime. @DrSanjayGupta reports http://at.cnn.com/7m6cGYJ,cnnhealth,When consensual sex is a crime. @DrSanjayGupta reports ,2012
277076537344421888,2012-12-07 15:46:08+00:00,Penile reconstruction explained http://at.cnn.com/VrFMW1G,cnnhealth,Penile reconstruction explained ,2012
277035471106887680,2012-12-07 13:02:58+00:00,Pesticides in tap water and produce linked to food allergies http://at.cnn.com/JwXBGDS,cnnhealth,Pesticides in tap water and produce linked to food allergies ,2012
276914306308784128,2012-12-07 05:01:30+00:00,Gay conversion therapy: does it violate First Amendment Rights? http://at.cnn.com/r60eeRi,cnnhealth,Gay conversion therapy: does it violate First Amendment Rights? ,2012
276782961284767744,2012-12-06 20:19:35+00:00,Breath test could detect cancer http://at.cnn.com/INzbR2l,cnnhealth,Breath test could detect cancer ,2012
276734367924105216,2012-12-06 17:06:29+00:00,#Heart screenings can save #kids' lives http://at.cnn.com/5y8QddB,cnnhealth,#Heart screenings can save #kids' lives ,2012
276714968408281089,2012-12-06 15:49:24+00:00,More on Anderson's eyeburn: how common is sun eye damage?  http://at.cnn.com/Crk3kq3,cnnhealth,More on Anderson's eyeburn: how common is sun eye damage?  ,2012
276697188501975040,2012-12-06 14:38:45+00:00,Weathering a winter pregnancy http://at.cnn.com/1aIEssZ #royalbaby,cnnhealth,Weathering a winter pregnancy ,2012
276653968518684672,2012-12-06 11:47:00+00:00,We were so impressed with your thoughts on treating #PTSD with ecstasy we decided to round 'em up and publish them http://at.cnn.com/MjNPou2,cnnhealth,We were so impressed with your thoughts on treating #PTSD with ecstasy we decided to round 'em up and publish them ,2012
276551559918268416,2012-12-06 05:00:04+00:00,Coping with #holiday stress http://at.cnn.com/vYtcb20,cnnhealth,Coping with #holiday stress ,2012
276407542308012032,2012-12-05 19:27:48+00:00,Last installment in the series: Treating #PTSD with Ecstasy  http://at.cnn.com/LmNeCeq,cnnhealth,Last installment in the series: Treating #PTSD with Ecstasy  ,2012
276383756007374849,2012-12-05 17:53:17+00:00,More cases of brain disease found in football players http://at.cnn.com/A9v4q4G,cnnhealth,More cases of brain disease found in football players ,2012
276367548642119681,2012-12-05 16:48:52+00:00,Such an inspiration! Girl loses 65 pounds in fight against childhood obesity http://at.cnn.com/ZOE9k3Q,cnnhealth,Such an inspiration! Girl loses 65 pounds in fight against childhood obesity ,2012
276341961571594241,2012-12-05 15:07:12+00:00,We asked fitness guru @JaneFonda six questions. See her responses: http://at.cnn.com/37uedE9,cnnhealth,We asked fitness guru @JaneFonda six questions. See her responses: ,2012
276311246687592448,2012-12-05 13:05:09+00:00,Ecstasy used for controversial #PTSD treatment http://at.cnn.com/FcMYFgQ,cnnhealth,Ecstasy used for controversial #PTSD treatment ,2012
276237931419693056,2012-12-05 08:13:49+00:00,Roll over Freud: Animal therapy on the rise http://at.cnn.com/lAO9d41,cnnhealth,Roll over Freud: Animal therapy on the rise ,2012
276116755645079552,2012-12-05 00:12:19+00:00,Experts: #Flu season spreading faster than usual http://at.cnn.com/dqxOFG0,cnnhealth,Experts: #Flu season spreading faster than usual ,2012
276058112488775680,2012-12-04 20:19:17+00:00,Ecstasy to treat #PTSD: 1 woman's story http://at.cnn.com/3K2wYC2,cnnhealth,Ecstasy to treat #PTSD: 1 woman's story ,2012
276014067418800128,2012-12-04 17:24:16+00:00,"Decorating, cooking, drinking...  the holidays can be hazardous. Share past injuries using #holidayhurt. Responses could be on CNN!",cnnhealth,"Decorating, cooking, drinking...  the holidays can be hazardous. Share past injuries using #holidayhurt. Responses could be on CNN!",2012
275995717837918208,2012-12-04 16:11:21+00:00,"Study examines football, brain damage http://at.cnn.com/8YSbNQe",cnnhealth,"Study examines football, brain damage ",2012
275963578455048192,2012-12-04 14:03:38+00:00,The #Duchess has acute morning sickness. What is that? http://at.cnn.com/qUnCwdV #royalbaby,cnnhealth,The #Duchess has acute morning sickness. What is that? ,2012
275909814897483778,2012-12-04 10:30:00+00:00,China faces #HIV / #AIDS epidemic http://at.cnn.com/s91edwE,cnnhealth,China faces #HIV / #AIDS epidemic ,2012
275788524324786177,2012-12-04 02:28:02+00:00,Janet Jackson: Prevention for #HIV starts at home http://at.cnn.com/whMEmOT,cnnhealth,Janet Jackson: Prevention for #HIV starts at home ,2012
275697053999443968,2012-12-03 20:24:34+00:00,#FDA reversal: Keep taking recalled cholesterol drug http://at.cnn.com/M0gJT3a,cnnhealth,#FDA reversal: Keep taking recalled cholesterol drug ,2012
275666867404820480,2012-12-03 18:24:37+00:00,Magic Johnson: #AIDS still prevalent http://at.cnn.com/a54l6xj,cnnhealth,Magic Johnson: #AIDS still prevalent ,2012
275640499942064128,2012-12-03 16:39:50+00:00,Holidays can be hazardous. Share your funny (or not so funny) injuries with the hashtag #holidayhurt. Responses could be used on CNN!,cnnhealth,Holidays can be hazardous. Share your funny (or not so funny) injuries with the hashtag #holidayhurt. Responses could be used on CNN!,2012
275612261089964033,2012-12-03 14:47:38+00:00,Psychiatrists approve changes to diagnostic manual http://at.cnn.com/szo53Pd,cnnhealth,Psychiatrists approve changes to diagnostic manual ,2012
275542401240682496,2012-12-03 10:10:02+00:00,Hot drinks can be healthy http://at.cnn.com/AOVIrt,cnnhealth,Hot drinks can be healthy ,2012
275421145208082432,2012-12-03 02:08:12+00:00,'Bounce house' injuries skyrocketing http://at.cnn.com/8WXfnJ,cnnhealth,'Bounce house' injuries skyrocketing ,2012
275300929996201984,2012-12-02 18:10:31+00:00,Is medical marijuana safe for kids? http://at.cnn.com/px4zdwC,cnnhealth,Is medical marijuana safe for kids? ,2012
275212756297318401,2012-12-02 12:20:08+00:00,Take your overweight dog to this gym http://at.cnn.com/hZ7pxvy,cnnhealth,Take your overweight dog to this gym ,2012
275091854230446081,2012-12-02 04:19:43+00:00,Eating bugs to save the planet http://at.cnn.com/NIDSusL,cnnhealth,Eating bugs to save the planet ,2012
274970948841664512,2012-12-01 20:19:17+00:00,New helmet aims to curb concussions http://at.cnn.com/3SzsZZP,cnnhealth,New helmet aims to curb concussions ,2012
274907066047553537,2012-12-01 16:05:26+00:00,Dialysis company accused of giant Medicare fraud http://at.cnn.com/kEgDRRk,cnnhealth,Dialysis company accused of giant Medicare fraud ,2012
274861447228567552,2012-12-01 13:04:10+00:00,#Health minute: How to prevent Type 2 diabetes http://at.cnn.com/el3YmYE,cnnhealth,#Health minute: How to prevent Type 2 diabetes ,2012
274743102709846016,2012-12-01 05:13:54+00:00,Hate your body? @goodinbed gives you 4 ways to get your #sex life back http://at.cnn.com/xg143SO,cnnhealth,Hate your body? @goodinbed gives you 4 ways to get your #sex life back ,2012
274696642660282368,2012-12-01 02:09:17+00:00,#FDA: Stop taking recalled cholesterol drug http://at.cnn.com/ile4fmP,cnnhealth,#FDA: Stop taking recalled cholesterol drug ,2012
274583922334117888,2012-11-30 18:41:23+00:00,Ex-hospital worker indicted in hepatitis C case http://at.cnn.com/zeR4KhK,cnnhealth,Ex-hospital worker indicted in hepatitis C case ,2012
274551700675772416,2012-11-30 16:33:21+00:00,10 ways falling off the fiscal cliff could hurt your health http://at.cnn.com/y9kzlqf,cnnhealth,10 ways falling off the fiscal cliff could hurt your health ,2012
274531726368329728,2012-11-30 15:13:58+00:00,'Miracle' baby lives after being pronounced dead http://at.cnn.com/kOPHQ19,cnnhealth,'Miracle' baby lives after being pronounced dead ,2012
274514256060358656,2012-11-30 14:04:33+00:00,Could your living room couch be toxic? New research says YES http://at.cnn.com/o63R0zD,cnnhealth,Could your living room couch be toxic? New research says YES ,2012
274457768411422721,2012-11-30 10:20:05+00:00,Why you should avoid afternoon surgery http://at.cnn.com/XN1B61,cnnhealth,Why you should avoid afternoon surgery ,2012
274336600538902528,2012-11-30 02:18:37+00:00,Hillary Clinton unveils 'blueprint' to combat #AIDS http://at.cnn.com/ffTJBaD,cnnhealth,Hillary Clinton unveils 'blueprint' to combat #AIDS ,2012
274222500022460416,2012-11-29 18:45:13+00:00,Who knew? @sanjayguptaCNN reveals new photos of Einstein's brain http://at.cnn.com/XxbDAMq,cnnhealth,Who knew? @sanjayguptaCNN reveals new photos of Einstein's brain ,2012
274161864374632449,2012-11-29 14:44:16+00:00,#Health Minute: Belly fat weakens men's bones http://at.cnn.com/Wkb2iPl,cnnhealth,#Health Minute: Belly fat weakens men's bones ,2012
274145274081996801,2012-11-29 13:38:21+00:00,This is your brain on smoking http://at.cnn.com/WrsCCZS,cnnhealth,This is your brain on smoking ,2012
274110445286207488,2012-11-29 11:19:57+00:00,Medical #marijuana for a 7-year-old? http://at.cnn.com/xD7QkN,cnnhealth,Medical #marijuana for a 7-year-old? ,2012
273989123650498560,2012-11-29 03:17:52+00:00,Big Tobacco told to admit public deception on smoking dangers http://at.cnn.com/kXXTKYC,cnnhealth,Big Tobacco told to admit public deception on smoking dangers ,2012
273901490295435264,2012-11-28 21:29:38+00:00,Recall leaves glass-specked drug in hands of patients http://at.cnn.com/3ZAgTHG (via @elizcohencnn ),cnnhealth,Recall leaves glass-specked drug in hands of patients ,2012
273852414409449473,2012-11-28 18:14:38+00:00,WOW. Cirque du Soleil performer explains how his need for perfection turned into a drug addiction http://at.cnn.com/N4r2Gqo #humanfactor,cnnhealth,WOW. Cirque du Soleil performer explains how his need for perfection turned into a drug addiction ,2012
273820058923433984,2012-11-28 16:06:04+00:00,When it's more than just the 'winter blues' http://at.cnn.com/kPfm1Kz,cnnhealth,When it's more than just the 'winter blues' ,2012
273724110356488193,2012-11-28 09:44:48+00:00,My open source cure for brain cancer http://at.cnn.com/Vsx1O0,cnnhealth,My open source cure for brain cancer ,2012
273603120364392448,2012-11-28 01:44:01+00:00,Fighting cancer with cell phones in Africa http://at.cnn.com/QXlqte,cnnhealth,Fighting cancer with cell phones in Africa ,2012
273485483240194048,2012-11-27 17:56:34+00:00,8 healthy ways to boost energy http://at.cnn.com/IxPrMB,cnnhealth,8 healthy ways to boost energy ,2012
273363010507128832,2012-11-27 09:49:55+00:00,Parkison's Disease didn't stop his space walk http://at.cnn.com/d6daLT #NASA #humanfactor,cnnhealth,Parkison's Disease didn't stop his space walk ,2012
273242085904228352,2012-11-27 01:49:24+00:00,Join the CNN Fit Nation team http://at.cnn.com/9BUHhN,cnnhealth,Join the CNN Fit Nation team ,2012
273120463272693760,2012-11-26 17:46:07+00:00,Young people and social media: Docs examine pitfalls http://at.cnn.com/Hhgr3C,cnnhealth,Young people and social media: Docs examine pitfalls ,2012
273022325442629632,2012-11-26 11:16:09+00:00,"Story idea? Feedback? Don't forget, you can always e-mail us at OPED.Health@cnn.com. We'd love to hear from you!",cnnhealth,"Story idea? Feedback? Don't forget, you can always e-mail us at OPED.Health@cnn.com. We'd love to hear from you!",2012
272901062841733120,2012-11-26 03:14:18+00:00,How to spot your child's vision problems (Hint: It's not headaches!) http://at.cnn.com/cfwK3y,cnnhealth,How to spot your child's vision problems (Hint: It's not headaches!) ,2012
272779832369233923,2012-11-25 19:12:34+00:00,"Online access to your medical records may encourage you to go to your doctor more, study finds http://at.cnn.com/3PUbdu",cnnhealth,"Online access to your medical records may encourage you to go to your doctor more, study finds ",2012
272658891479842817,2012-11-25 11:12:00+00:00,What's the law in your city? Do you agree with it? Anti-smoking laws spreading http://at.cnn.com/5WdVWM,cnnhealth,What's the law in your city? Do you agree with it? Anti-smoking laws spreading ,2012
272537838367698946,2012-11-25 03:10:58+00:00,Signs of appendicitis http://at.cnn.com/q0enyo,cnnhealth,Signs of appendicitis ,2012
272416944374808576,2012-11-24 19:10:35+00:00,Top 5 baby boomer health trends http://at.cnn.com/oyeCwS,cnnhealth,Top 5 baby boomer health trends ,2012
