Number,Date_Time,info,source,Core_info_final,year
149533524150583296,2011-12-21 16:55:45+00:00,5 Signs You're Headed for a Holiday Heart Attack! http://bit.ly/rUmi8S,goodhealth,5 Signs You're Headed for a Holiday Heart Attack! ,2011
149277087503618048,2011-12-20 23:56:45+00:00,"Signs you are headed for a holiday meltdown (don't worry, you're not alone!) http://bit.ly/fEHEgl",goodhealth,"Signs you are headed for a holiday meltdown (don't worry, you're not alone!) ",2011
149248060575334401,2011-12-20 22:01:25+00:00,"Men, are you misreading women's sexual cues? http://ow.ly/82S49",goodhealth,"Men, are you misreading women's sexual cues? ",2011
149154865191452672,2011-12-20 15:51:05+00:00,It's peak heart attack season...take care of your ticker! http://bit.ly/fCCNsG,goodhealth,It's peak heart attack season...take care of your ticker! ,2011
149152596639236096,2011-12-20 15:42:04+00:00,"Women (35-52) who lost 40+ pounds healthfully: Send your story, weight, height, before and after pics to weightloss_health@yahoo.com",goodhealth,"Women (35-52) who lost 40+ pounds healthfully: Send your story, weight, height, before and after pics to weightloss_health@yahoo.com",2011
149132109892685825,2011-12-20 14:20:40+00:00,"If rich holiday food is making you sluggish, try a mid-week cleanse with these high fiber foods http://bit.ly/tQO5kB",goodhealth,"If rich holiday food is making you sluggish, try a mid-week cleanse with these high fiber foods ",2011
148983575591657472,2011-12-20 04:30:27+00:00,Christmas lights that save energy http://ow.ly/82Suf,goodhealth,Christmas lights that save energy ,2011
148861771149606912,2011-12-19 20:26:26+00:00,Neti pot usage directly linked to two deaths http://bit.ly/tLUYHi,goodhealth,Neti pot usage directly linked to two deaths ,2011
148811365014970368,2011-12-19 17:06:08+00:00,Vote now! What's your favorite health mag? http://bit.ly/uUsm6E,goodhealth,Vote now! What's your favorite health mag? ,2011
148538251462967296,2011-12-18 23:00:53+00:00,Not sure what to make for dinner tonight? We've got you covered: http://ow.ly/828ak,goodhealth,Not sure what to make for dinner tonight? We've got you covered: ,2011
148447742748934145,2011-12-18 17:01:14+00:00,"Shopping. Wrapping. Cooking. Oh, my! Don't have a holiday meltdown, but just in case, here's 9 signs you're close: http://ow.ly/8284Z",goodhealth,"Shopping. Wrapping. Cooking. Oh, my! Don't have a holiday meltdown, but just in case, here's 9 signs you're close: ",2011
148280904383594496,2011-12-18 05:58:17+00:00,Holiday foods you should NOT be eating! http://ow.ly/82S7V,goodhealth,Holiday foods you should NOT be eating! ,2011
148164367748313088,2011-12-17 22:15:12+00:00,"If its cold where you are, this weekend is the perfect time for some cozy, comfort food. Our blogger shares 3 recipes: http://ow.ly/827Tm",goodhealth,"If its cold where you are, this weekend is the perfect time for some cozy, comfort food. Our blogger shares 3 recipes: ",2011
148070254554267648,2011-12-17 16:01:14+00:00,"Can you believe it's almost 2012? Check out our picks from the 2011 Gear Awards! We promise, they're still in style. http://ow.ly/827K0",goodhealth,"Can you believe it's almost 2012? Check out our picks from the 2011 Gear Awards! We promise, they're still in style. ",2011
148019374484226048,2011-12-17 12:39:03+00:00,Your meds could be making your heartburn worse http://bit.ly/cOWu1Q,goodhealth,Your meds could be making your heartburn worse ,2011
148017273658019840,2011-12-17 12:30:42+00:00,What to when the holidays literally give you a headache! http://bit.ly/rWgK1s,goodhealth,What to when the holidays literally give you a headache! ,2011
147783763059945472,2011-12-16 21:02:49+00:00,Vote for your favorite health magazine! http://bit.ly/uUsm6E,goodhealth,Vote for your favorite health magazine! ,2011
147424138200485889,2011-12-15 21:13:48+00:00,Chocolate and peppermint is the perfect combination for a holiday cookie! Try our #CookieOfTheDay: http://ow.ly/80QII,goodhealth,Chocolate and peppermint is the perfect combination for a holiday cookie! Try our #CookieOfTheDay: ,2011
147412571757088768,2011-12-15 20:27:50+00:00,Are these really the most influential people in health? http://bit.ly/tSmGJU,goodhealth,Are these really the most influential people in health? ,2011
147401862507798529,2011-12-15 19:45:17+00:00,Try these proven headache tamers (most are free!) http://bit.ly/dUJ2Lt,goodhealth,Try these proven headache tamers (most are free!) ,2011
147055270365888513,2011-12-14 20:48:03+00:00,4 Secrets of People who Never Get Sick http://bit.ly/mUhv2x,goodhealth,4 Secrets of People who Never Get Sick ,2011
147025899659853824,2011-12-14 18:51:20+00:00,You can have flat abs in just 4 weeks with this workout! http://ow.ly/7ZulN,goodhealth,You can have flat abs in just 4 weeks with this workout! ,2011
146972168008376320,2011-12-14 15:17:50+00:00,Try these bathroom cleaning tips http://bit.ly/l2iJEY,goodhealth,Try these bathroom cleaning tips ,2011
146710417358585856,2011-12-13 21:57:43+00:00,Many everyday choices show up on the scale. Make some simple changes and you could ditch up to 500 calories a day! http://ow.ly/7YqVt,goodhealth,Many everyday choices show up on the scale. Make some simple changes and you could ditch up to 500 calories a day! ,2011
146695880320356352,2011-12-13 20:59:58+00:00,What's for dinner tonight? We'll be warming up with this delicious Chicken and Wild Rice Soup: http://bit.ly/oWjt4O,goodhealth,What's for dinner tonight? We'll be warming up with this delicious Chicken and Wild Rice Soup: ,2011
146662326664310784,2011-12-13 18:46:38+00:00,RT @huffingtonpost: 12 health lessons Santa needs to learn http://huff.to/tCO2iR,goodhealth,RT @huffingtonpost: 12 health lessons Santa needs to learn ,2011
146641128907739136,2011-12-13 17:22:24+00:00,Worried about Vitamin D? Here's how to get it naturally http://bit.ly/mIwzUs,goodhealth,Worried about Vitamin D? Here's how to get it naturally ,2011
146640192026054656,2011-12-13 17:18:40+00:00,Are you coping with seasonal headaches or migraines? Share your tips at tellyourhealthstory@health.com!,goodhealth,Are you coping with seasonal headaches or migraines? Share your tips at tellyourhealthstory@health.com!,2011
146322887823994881,2011-12-12 20:17:49+00:00,Just looking at our #CookieOfTheDay is making me hungry! http://ow.ly/7X0PD,goodhealth,Just looking at our #CookieOfTheDay is making me hungry! ,2011
146293005643558912,2011-12-12 18:19:05+00:00,"Do you exercise on your lunch break, or are you still not sure how to fit in a good mid-day workout? Find out how: http://ow.ly/7WQz2",goodhealth,"Do you exercise on your lunch break, or are you still not sure how to fit in a good mid-day workout? Find out how: ",2011
146282296864022528,2011-12-12 17:36:32+00:00,"#RecipeMakeover Better-Than-Classic Gingerbread. Can you say, 'Yum'? http://ow.ly/7WMM9",goodhealth,"#RecipeMakeover Better-Than-Classic Gingerbread. Can you say, 'Yum'? ",2011
145231369428140032,2011-12-09 20:00:31+00:00,"What we're reading: Real Amount of Calories in Beer, Winter Health Mysteries, & Why Nuns Might Need to Take the Pill http://bit.ly/rzCdu2",goodhealth,"What we're reading: Real Amount of Calories in Beer, Winter Health Mysteries, & Why Nuns Might Need to Take the Pill ",2011
145220446625869824,2011-12-09 19:17:07+00:00,#QuickPick question of the day: What's your trouble zone? Abs or thighs? Vote here: http://ow.ly/7Uyg7,goodhealth,#QuickPick question of the day: What's your trouble zone? Abs or thighs? Vote here: ,2011
145186190314835968,2011-12-09 17:00:59+00:00,RT @RodaleNews: These 10 cereals have more sugar than most forms of junk food--did you eat any for breakfast today? http://ow.ly/7Uddg,goodhealth,RT @RodaleNews: These 10 cereals have more sugar than most forms of junk food--did you eat any for breakfast today? ,2011
145174312079474689,2011-12-09 16:13:47+00:00,"If the holidays mean stress, family feuds & money troubles ahead, see these 11 tips for avoiding holiday depression http://bit.ly/tHwiTC",goodhealth,"If the holidays mean stress, family feuds & money troubles ahead, see these 11 tips for avoiding holiday depression ",2011
144898358488731648,2011-12-08 21:57:15+00:00,"RT @EverydayHealth: Charlize Theron, star of @YoungAdultMovie, opens up about being bullied in school, plus more stars who bounced back http://ow.ly/7SdB2",goodhealth,"RT @EverydayHealth: Charlize Theron, star of @YoungAdultMovie, opens up about being bullied in school, plus more stars who bounced back ",2011
144897254929600512,2011-12-08 21:52:52+00:00,"Hey ladies, what's for dinner? Before you hit the kitchen check out America's healthiest superfoods for women: http://bit.ly/68hco1",goodhealth,"Hey ladies, what's for dinner? Before you hit the kitchen check out America's healthiest superfoods for women: ",2011
144877011465289728,2011-12-08 20:32:25+00:00,Our #CookieOfTheDay is a classic! But this recipe has only one-third of the fat! Score! http://ow.ly/7TmLo,goodhealth,Our #CookieOfTheDay is a classic! But this recipe has only one-third of the fat! Score! ,2011
144478651105296384,2011-12-07 18:09:29+00:00,"If you're struggling with healthy blood sugar levels, you're not alone. These 20 celebrities have type 2 diabetes: http://bit.ly/jp5ocD",goodhealth,"If you're struggling with healthy blood sugar levels, you're not alone. These 20 celebrities have type 2 diabetes: ",2011
144468178456686593,2011-12-07 17:27:52+00:00,"Hey #AlecBaldwin, your anger could be ruining your health! Get back on track with these 30 healthy-man tips. http://bit.ly/v2VfCR",goodhealth,"Hey #AlecBaldwin, your anger could be ruining your health! Get back on track with these 30 healthy-man tips. ",2011
144439926707077120,2011-12-07 15:35:36+00:00,Who says you can't start the day with chocolate! Or at least thinking about it. Our #CookieOfTheDay has 4 kinds!,goodhealth,Who says you can't start the day with chocolate! Or at least thinking about it. Our #CookieOfTheDay has 4 kinds!,2011
144431771809886209,2011-12-07 15:03:12+00:00,Can you guess America's Healthiest States? http://bit.ly/u4uvLc,goodhealth,Can you guess America's Healthiest States? ,2011
144166218360815617,2011-12-06 21:27:59+00:00,So Obama isn't aging at a rapid pace! Presidents only look like they age faster http://bit.ly/vxNUf0,goodhealth,So Obama isn't aging at a rapid pace! Presidents only look like they age faster ,2011
144109925684097025,2011-12-06 17:44:18+00:00,Celebrity health secrets worth trying http://bit.ly/dqq82c,goodhealth,Celebrity health secrets worth trying ,2011
144096355621666816,2011-12-06 16:50:23+00:00,How many tweens & teens are actually sexting? Should we be worried or is sexting being blown out of proportion? http://bit.ly/vWXxS9,goodhealth,How many tweens & teens are actually sexting? Should we be worried or is sexting being blown out of proportion? ,2011
144084890357469185,2011-12-06 16:04:49+00:00,"Coming down with something? Check out this video to find out when you need to stop exercising, for your health's sake: http://bit.ly/kGvOS1",goodhealth,"Coming down with something? Check out this video to find out when you need to stop exercising, for your health's sake: ",2011
144065101962543106,2011-12-06 14:46:11+00:00,"Charlie Sheen, Michele Bachman—the most controversial health stories of 2011 are shocking! http://bit.ly/rFinqw",goodhealth,"Charlie Sheen, Michele Bachman—the most controversial health stories of 2011 are shocking! ",2011
143777520595107841,2011-12-05 19:43:26+00:00,RT @CleanPlates: Thanks to @goodhealth for giving our pumpkin pie pop tart recipe a shout-out on their Facebook page! Recipe: http://bit.ly/vkUmf7,goodhealth,RT @CleanPlates: Thanks to @goodhealth for giving our pumpkin pie pop tart recipe a shout-out on their Facebook page! Recipe: ,2011
143483515600773120,2011-12-05 00:15:10+00:00,Fish. It's what's for dinner: http://ow.ly/7N1Z9,goodhealth,Fish. It's what's for dinner: ,2011
143419425754841088,2011-12-04 20:00:30+00:00,"Families are extra stressed this time of year, but don't fret. We're got the secrets to a calm, happy family. http://ow.ly/7N1um",goodhealth,"Families are extra stressed this time of year, but don't fret. We're got the secrets to a calm, happy family. ",2011
143359037197647873,2011-12-04 16:00:32+00:00,Stock your kitchen and tummy with healthy food (for cheap!) before the holiday food overload hits in a few weeks. http://ow.ly/7N1jv,goodhealth,Stock your kitchen and tummy with healthy food (for cheap!) before the holiday food overload hits in a few weeks. ,2011
143354190746484736,2011-12-04 15:41:17+00:00,Yuck! Avoid the germiest places in the mall http://tinyurl.com/88w8rtg,goodhealth,Yuck! Avoid the germiest places in the mall ,2011
143132486262730752,2011-12-04 01:00:18+00:00,You don't have to say goodbye to peaches and berries in the winter. Enjoy your favorite fruits year-round: http://ow.ly/7N0NU,goodhealth,You don't have to say goodbye to peaches and berries in the winter. Enjoy your favorite fruits year-round: ,2011
143049442696761345,2011-12-03 19:30:19+00:00,The holidays should bring nothing but joy right? Well amidst all that cheer are some pretty serious health hazards. Look out:...,goodhealth,The holidays should bring nothing but joy right? Well amidst all that cheer are some pretty serious health hazards. Look out:...,2011
143031993456799744,2011-12-03 18:20:59+00:00,Are snacks ok? Maybe not if you're trying to lose weight http://bit.ly/tGmyX5,goodhealth,Are snacks ok? Maybe not if you're trying to lose weight ,2011
142981531600814081,2011-12-03 15:00:28+00:00,Braving the Christmas crowds at the mall this weekend? Then you should know the really funky places to avoid! http://ow.ly/7MXQh,goodhealth,Braving the Christmas crowds at the mall this weekend? Then you should know the really funky places to avoid! ,2011
142724837729767424,2011-12-02 22:00:27+00:00,You'll be in mint condition with these beauty products! http://ow.ly/7MXHK,goodhealth,You'll be in mint condition with these beauty products! ,2011
142717460834033664,2011-12-02 21:31:08+00:00,RT @yahoohealth: Bored on the treadmill? These three cardio machines are better. http://bit.ly/tICMNs #fitness #yahoohealth,goodhealth,RT @yahoohealth: Bored on the treadmill? These three cardio machines are better. ,2011
142714399461867521,2011-12-02 21:18:58+00:00,"What we're reading: How Women Use Tampons to Get Drunk, a Hot New Form of Yoga, and Why Kids Are Good for Your Health: http://bit.ly/rzccOP",goodhealth,"What we're reading: How Women Use Tampons to Get Drunk, a Hot New Form of Yoga, and Why Kids Are Good for Your Health: ",2011
142702924252987392,2011-12-02 20:33:23+00:00,Do you have any healthy mantras you live to? Our fitness blogger shares what works for her and some friends: http://ow.ly/7MVfR,goodhealth,Do you have any healthy mantras you live to? Our fitness blogger shares what works for her and some friends: ,2011
142676931966545920,2011-12-02 18:50:06+00:00,@glamourmag asks 'Is it time to break up with canned soup?' Find out why some are saying to put the ladle down! http://ow.ly/7MJQV,goodhealth,@glamourmag asks 'Is it time to break up with canned soup?' Find out why some are saying to put the ladle down! ,2011
142658080746913792,2011-12-02 17:35:11+00:00,A countdown of cookies! What more could you want? Today's recipe: Peanut Butter and Jelly Sandwich Cookies. http://ow.ly/7MBbl,goodhealth,A countdown of cookies! What more could you want? Today's recipe: Peanut Butter and Jelly Sandwich Cookies. ,2011
142644003517644802,2011-12-02 16:39:15+00:00,"Have you been following the apple juice ""scandal""? A new Consumer Reports study looks deeper into the toxins issue: http://ow.ly/7MAKx",goodhealth,"Have you been following the apple juice ""scandal""? A new Consumer Reports study looks deeper into the toxins issue: ",2011
142310533939470336,2011-12-01 18:34:09+00:00,#RecipeoftheDay: Ricotta and Lemon-Basil Pasta http://ow.ly/7Ltdl,goodhealth,#RecipeoftheDay: Ricotta and Lemon-Basil Pasta ,2011
142301112471527425,2011-12-01 17:56:43+00:00,Celeb chef Cat Cora shares her secrets to hosting a fabulous holiday party with great food and zero stress. http://ow.ly/7LpU3,goodhealth,Celeb chef Cat Cora shares her secrets to hosting a fabulous holiday party with great food and zero stress. ,2011
142292625762947072,2011-12-01 17:23:00+00:00,Do we lose most our body heat through our heads? Does sugar really make kids hyperactive? Holiday health myths debunked http://bit.ly/oCQ1td,goodhealth,Do we lose most our body heat through our heads? Does sugar really make kids hyperactive? Holiday health myths debunked ,2011
142290905934741504,2011-12-01 17:16:10+00:00,RT @ivillagehealth: It’s World AIDS Day: Do Teenagers Practice Safer Sex Than You? http://dlvr.it/yY4JR,goodhealth,RT @ivillagehealth: It’s World AIDS Day: Do Teenagers Practice Safer Sex Than You? ,2011
142281798901182464,2011-12-01 16:39:58+00:00,"RT @FrancesLRothRD: Just 19 days till our book, The CarbLovers Diet Cookbook comes out! It's got 150 delish recipes-yum! http://is.gd/ImMXWU",goodhealth,"RT @FrancesLRothRD: Just 19 days till our book, The CarbLovers Diet Cookbook comes out! It's got 150 delish recipes-yum! ",2011
142276262394732545,2011-12-01 16:17:58+00:00,RT @CDCgov: About 1.2 million people in the US are living with #HIV and 1 in 5 don’t know it. #VitalSigns http://go.usa.gov/51L #WAD2011,goodhealth,RT @CDCgov: About 1.2 million people in the US are living with #HIV and 1 in 5 don’t know it. #VitalSigns ,2011
142256755437608960,2011-12-01 15:00:28+00:00,"Good morning! If you just couldn't pry yourself out of the covers, take a look at these alarm clocks that do the trick. http://ow.ly/7L9w2",goodhealth,"Good morning! If you just couldn't pry yourself out of the covers, take a look at these alarm clocks that do the trick. ",2011
142005206048190465,2011-11-30 22:20:54+00:00,Cold temps and dark skies can make for some solemn outlooks this time of year. Brighten your winter with these tips: http://ow.ly/7Kreg,goodhealth,Cold temps and dark skies can make for some solemn outlooks this time of year. Brighten your winter with these tips: ,2011
141986827505635331,2011-11-30 21:07:52+00:00,RT @huffingtonpost: How to have a zero-waste holiday season http://huff.to/sqEMbS,goodhealth,RT @huffingtonpost: How to have a zero-waste holiday season ,2011
141924705698459649,2011-11-30 17:01:01+00:00,"Our #RecipeoftheDay, Artichoke, Goat Cheese and Potato Omelet, can be enjoyed any time of the day: http://ow.ly/7JQ2m",goodhealth,"Our #RecipeoftheDay, Artichoke, Goat Cheese and Potato Omelet, can be enjoyed any time of the day: ",2011
141905974964400129,2011-11-30 15:46:35+00:00,Fall off the healthy bandwagon this time of year? Our weight loss blogger can show you how to hop back on: http://ow.ly/7JUJN,goodhealth,Fall off the healthy bandwagon this time of year? Our weight loss blogger can show you how to hop back on: ,2011
141894365307088897,2011-11-30 15:00:27+00:00,You're morning cup of Joe does more than just wake you from a Zombie-like state. There are many more perks of coffee: http://ow.ly/7JPFr,goodhealth,You're morning cup of Joe does more than just wake you from a Zombie-like state. There are many more perks of coffee: ,2011
141632836523401216,2011-11-29 21:41:14+00:00,"If you think you have psoriasis, get checked out now. It took this woman months to get the right diagnosis: http://bit.ly/dqAdqh",goodhealth,"If you think you have psoriasis, get checked out now. It took this woman months to get the right diagnosis: ",2011
141632138863849472,2011-11-29 21:38:27+00:00,@fitsugar shows us how to work it out without going to the gym http://ow.ly/7J4wG,goodhealth,@fitsugar shows us how to work it out without going to the gym ,2011
141626336031674368,2011-11-29 21:15:24+00:00,RT @HuffingtonPost: How often do men think about sex? http://huff.to/t96OaK,goodhealth,RT @HuffingtonPost: How often do men think about sex? ,2011
141599431672868864,2011-11-29 19:28:29+00:00,Feeling stressed? Here's why you may be feeling it in your gut. http://bit.ly/vXDzw,goodhealth,Feeling stressed? Here's why you may be feeling it in your gut. ,2011
141551281142632449,2011-11-29 16:17:09+00:00,"Today's health quote: ""Health is the greatest gift, contentment the greatest wealth, faithfulness the best relationship.""",goodhealth,"Today's health quote: ""Health is the greatest gift, contentment the greatest wealth, faithfulness the best relationship.""",2011
141530713932578816,2011-11-29 14:55:26+00:00,"Great, a new flu to panic about http://gizmo.do/uG8nAa",goodhealth,"Great, a new flu to panic about ",2011
141529382413025280,2011-11-29 14:50:08+00:00,How not to fall into a post turkey funk http://bit.ly/rPPiYq,goodhealth,How not to fall into a post turkey funk ,2011
141233893700419584,2011-11-28 19:15:58+00:00,"If you overspent a little this weekend, or are dealing with other money problems, check out this awesome Q&A: http://bit.ly/lf3N8b",goodhealth,"If you overspent a little this weekend, or are dealing with other money problems, check out this awesome Q&A: ",2011
141225440261046273,2011-11-28 18:42:23+00:00,"Confused about vitamins? This might help http://www.health.com/health/gallery/0,,20506267,00.html",goodhealth,Confused about vitamins? This might help ,2011
141170200530792448,2011-11-28 15:02:53+00:00,"Hot or not places to have sex outside the bed! http://www.health.com/health/gallery/0,,20543724,00.html",goodhealth,Hot or not places to have sex outside the bed! ,2011
140801321941999616,2011-11-27 14:37:05+00:00,"Feeling fat? Try these 5 minute fat-burning moves http://www.health.com/health/gallery/0,,20543750,00.html",goodhealth,Feeling fat? Try these 5 minute fat-burning moves ,2011
140455393007648768,2011-11-26 15:42:29+00:00,"You're detoxing today...what about your kitchen? http://www.health.com/health/gallery/0,,20307063,00.html",goodhealth,You're detoxing today...what about your kitchen? ,2011
140208014312484865,2011-11-25 23:19:30+00:00,Didn't get all your holiday shopping done today? No problem. Here are our favorite 50 healthy gifts under $50! http://bit.ly/tJaV70,goodhealth,Didn't get all your holiday shopping done today? No problem. Here are our favorite 50 healthy gifts under $50! ,2011
140206464059969537,2011-11-25 23:13:20+00:00,RT @thedailybeast: How to Cut Post-Thanksgiving Weight Gain by Mixing Exercises http://thebea.st/v0y9Vk #Thanksgiving,goodhealth,RT @thedailybeast: How to Cut Post-Thanksgiving Weight Gain by Mixing Exercises ,2011
140131251033096192,2011-11-25 18:14:28+00:00,RT @MSNHealth: Could your shoes literally be killing you? http://go-msn.com/jzI,goodhealth,RT @MSNHealth: Could your shoes literally be killing you? ,2011
140059109524385792,2011-11-25 13:27:48+00:00,"Black Friday or not, we're loving these affordable fragrances! http://bitly.com/ueFjcl What's the best deal you found today?",goodhealth,"Black Friday or not, we're loving these affordable fragrances! ",2011
139843251107663872,2011-11-24 23:10:03+00:00,RT @My_Recipes: How can you get a red wine stain out of your white tablecloth? See Entertaining 911 for answers. http://ow.ly/7vIFe,goodhealth,RT @My_Recipes: How can you get a red wine stain out of your white tablecloth? See Entertaining 911 for answers. ,2011
139842525581148160,2011-11-24 23:07:10+00:00,Check out these 5 Rules of Healthy Shoe Shopping before you hit Black Friday tomorrow! http://bit.ly/jECjke,goodhealth,Check out these 5 Rules of Healthy Shoe Shopping before you hit Black Friday tomorrow! ,2011
136523230528806912,2011-11-15 19:17:29+00:00,"Steve Jobs and 21 Celebs Who Embraced Natural Medicine http://www.health.com/health/gallery/0,,20543672,00.html",goodhealth,Steve Jobs and 21 Celebs Who Embraced Natural Medicine ,2011
136522733440876544,2011-11-15 19:15:30+00:00,Start your 2012 weight loss now. The CarbLovers Diet Cookbook Features Recipes from Celeb chefs! http://www.carblovers.com/cookbook,goodhealth,Start your 2012 weight loss now. The CarbLovers Diet Cookbook Features Recipes from Celeb chefs! ,2011
136476051172896769,2011-11-15 16:10:00+00:00,"RT @fitsugar: Met marathoner @ryanhall03. His tips for eating before, during, after the race: http://bit.ly/spewba",goodhealth,"RT @fitsugar: Met marathoner @ryanhall03. His tips for eating before, during, after the race: ",2011
136454969678233600,2011-11-15 14:46:14+00:00,"What do Tyra Banks, Kurt Cobain, and John F. Kennedy have in common? Find out here: http://bit.ly/s2qr0f",goodhealth,"What do Tyra Banks, Kurt Cobain, and John F. Kennedy have in common? Find out here: ",2011
136175320041668609,2011-11-14 20:15:00+00:00,#QuickPick: How would you describe your workout look? Vote here: http://bit.ly/cROFSO,goodhealth,#QuickPick: How would you describe your workout look? Vote here: ,2011
135741671961927680,2011-11-13 15:31:51+00:00,"RT @RecipeGirl: RecipeBoy is making me a yummy new pancake recipe for breakfast. Yes, 10 year olds can be taught to cook. Get your kids in the kitchen!",goodhealth,"RT @RecipeGirl: RecipeBoy is making me a yummy new pancake recipe for breakfast. Yes, 10 year olds can be taught to cook. Get your kids in the kitchen!",2011
